Wavelength (nm),Power (W)
325.037,7.149849625400001e-07
334.982,1.2427887008e-06
345.003,2.1765221758e-06
355.022,3.6935658222000006e-06
365.037,6.106371756999998e-06
374.968,9.5610548134e-06
384.977,1.4089177713999997e-05
394.981,1.9214382344000003e-05
404.982,2.6920401835999994e-05
414.979,3.4636424894000014e-05
424.972,4.276761676599999e-05
434.961,5.1062838176e-05
445.026,5.937393274400001e-05
455.007,6.784022887999998e-05
464.983,7.567764710799998e-05
475.035,8.231683692800001e-05
485.003,8.952312317799999e-05
494.966,9.5489769458e-05
505.004,0.00010078596616800002
515.037,0.00010401101622600003
524.986,0.00010686463964000001
535.009,0.00010805545707999997
545.027,0.00010815250978000001
554.961,0.00010845676149999997
564.969,0.00010841499079999998
574.971,0.00010816424616
584.968,0.00010829897844
595.038,0.00010710041003999996
605.024,0.00010569177230000001
615.003,0.000103824334078
624.977,0.00010248834252000002
635.024,9.919396657999996e-05
644.986,9.674966556000003e-05
655.02,9.379310839000003e-05
664.969,9.130091216800004e-05
674.991,8.8537531118e-05
684.974,8.7122884436e-05
694.976,8.868296252400003e-05
704.971,8.917541257800002e-05
715.038,8.938330079999997e-05
725.02,8.922969063799999e-05
734.994,8.859319845e-05
744.961,8.7197150718e-05
755.0,8.5208115198e-05
765.031,8.313610304800001e-05
774.976,8.0769058698e-05
784.992,7.828331596000001e-05
795.0,7.618948468e-05
805.0,7.434932515600001e-05
814.992,7.299437493200002e-05
824.976,7.1936623718e-05
835.03,7.145403752400002e-05
844.998,7.162404159400003e-05
