Timestamp,Temperature,,cell,cell closed
4/25/2025 12:08,67.8019943,,36.5,38.7
4/25/2025 12:08,67.8067092,,,
4/25/2025 12:08,67.8140563,,,
4/25/2025 12:08,67.8283843,,,
4/25/2025 12:08,67.835823,,,
4/25/2025 12:08,67.8438644,,,
4/25/2025 12:08,67.8436508,,,
4/25/2025 12:08,67.8332519,,,
4/25/2025 12:08,67.8471832,,,
4/25/2025 12:08,67.8413467,,,
4/25/2025 12:08,67.8432388,,,
4/25/2025 12:08,67.8595352,,,
4/25/2025 12:08,67.8622131,,,
4/25/2025 12:09,67.8735046,,,
4/25/2025 12:09,67.8929061,,,
4/25/2025 12:09,67.885437,,,
4/25/2025 12:09,67.8853759,,,
4/25/2025 12:09,67.8994827,,,
4/25/2025 12:09,67.9093322,,,
4/25/2025 12:09,67.9255065,,,
4/25/2025 12:09,67.9228973,,,
4/25/2025 12:09,67.9357223,,,
4/25/2025 12:09,67.9371109,,,
4/25/2025 12:09,67.9548873,,,
4/25/2025 12:09,67.9575729,,,
4/25/2025 12:09,67.9578018,,,
4/25/2025 12:09,67.9708709,,,
4/25/2025 12:09,67.9740982,,,
4/25/2025 12:09,67.9814834,,,
4/25/2025 12:09,67.984909,,,
4/25/2025 12:09,67.9800262,,,
4/25/2025 12:09,67.9880371,,,
4/25/2025 12:09,67.9920272,,,
4/25/2025 12:09,68.003128,,,
4/25/2025 12:09,68.0113067,,,
4/25/2025 12:09,68.0217895,,,
4/25/2025 12:09,68.0171203,,,
4/25/2025 12:09,68.0267791,,,
4/25/2025 12:09,68.0326385,,,
4/25/2025 12:09,68.037117,,,
4/25/2025 12:09,68.0374755,,,
4/25/2025 12:09,68.0471954,,,
4/25/2025 12:09,68.0609436,,,
4/25/2025 12:09,68.0578689,,,
4/25/2025 12:09,68.0815505,,,
4/25/2025 12:09,68.0801925,,,
4/25/2025 12:09,68.0892486,,,
4/25/2025 12:09,68.0934906,,,
4/25/2025 12:09,68.0942535,,,
4/25/2025 12:09,68.0936126,,,
4/25/2025 12:09,68.0951843,,,
