Wavelength (nm),Power (W)
349.987,8.82638614295e-08
359.993,1.1847252513500001e-07
369.995,1.4621775196999994e-07
379.994,1.8868900489499988e-07
389.989,2.660099262999999e-07
399.981,3.5691782511000003e-07
409.968,4.523456996450001e-07
420.032,5.53969152005e-07
430.012,6.056617122799999e-07
439.988,7.054291194e-07
450.039,8.009380834850002e-07
460.007,9.041562535650002e-07
469.97,9.97303685465e-07
480.008,1.0783235234299995e-06
489.962,1.1566870836099996e-06
499.991,1.2181434641549998e-06
510.016,1.2634283276499995e-06
520.035,1.2958921216500007e-06
529.97,1.3379143318e-06
539.979,1.3713764446000002e-06
549.984,1.3705312795500004e-06
559.983,1.3850527093500005e-06
569.976,1.3943629391499997e-06
579.965,1.3755945985e-06
590.026,1.4147903684499994e-06
600.003,1.4105665147e-06
609.975,1.3721896612999994e-06
620.019,1.305015319175e-06
629.978,1.2690530571e-06
640.011,1.2430066655950001e-06
650.037,1.21065156359e-06
659.978,1.1611764790049997e-06
669.991,1.0985978842050003e-06
679.998,1.03975714533e-06
689.98,7.613738932600002e-07
699.976,7.814492389000004e-07
709.965,7.894275742399996e-07
720.026,7.829841635549999e-07
730.001,7.691009813100001e-07
739.969,7.528973614249999e-07
750.008,7.352283719849997e-07
759.961,7.148733130050002e-07
769.986,6.881384143999997e-07
780.002,6.477112251e-07
790.011,6.114425437100001e-07
800.013,5.831797304299998e-07
810.006,5.65205234605e-07
819.991,5.41971224955e-07
829.968,5.332158663249997e-07
840.015,5.297491793250001e-07
849.976,5.386682818400001e-07
