Wavelength (nm),Current (A)
349.987,3.747301639300001e-09
359.993,7.245565751499999e-09
369.995,1.1566636484500004e-08
379.994,1.8618544377000008e-08
389.989,3.237303120449999e-08
399.981,5.060750668e-08
409.968,7.259179180499998e-08
420.032,9.727503478499999e-08
430.012,1.1070353995500001e-07
439.988,1.336326691e-07
450.039,1.5752131413000005e-07
460.007,1.8288202914999994e-07
469.97,2.0613171360999996e-07
480.008,2.2855131532499992e-07
489.962,2.48937765585e-07
499.991,2.68791866055e-07
510.016,2.8727181410000004e-07
520.035,3.0263707612999997e-07
529.97,3.2070547341500004e-07
539.979,3.3861182545999987e-07
549.984,3.490303497249999e-07
559.983,3.6250720737499987e-07
569.976,3.7777321003499996e-07
579.965,3.821960682950001e-07
590.026,3.8872393440500005e-07
600.003,3.9520303821499994e-07
609.975,3.8934319875999997e-07
620.019,3.7651781247000004e-07
629.978,3.682211115249999e-07
640.011,3.666436562599999e-07
650.037,3.6294567751e-07
659.978,3.5125434446999985e-07
669.991,3.3445156599000014e-07
679.998,3.2031343866499987e-07
689.98,2.3674878311000007e-07
699.976,2.4691707968e-07
709.965,2.523167431049999e-07
720.026,2.52338463975e-07
730.001,2.4862725731500004e-07
739.969,2.4164769865000007e-07
750.008,2.3407017421000003e-07
759.961,2.17895412185e-07
769.986,1.74889314655e-07
780.002,9.631087497999998e-08
790.011,3.837858632599999e-08
800.013,1.5705808110999995e-08
810.006,5.176583043949999e-09
819.991,2.0877678872499996e-09
829.968,1.0291336675499998e-09
840.015,7.3043320408e-10
849.976,5.838416121799999e-10
