Wavelength (nm),Current (A)
325.037,0.013522112170000003
334.982,0.015631505014
345.003,0.024171985227999997
355.022,0.04384999829599998
365.037,0.07031203429199999
374.968,0.10400415968000001
384.977,0.17968176223999996
394.981,0.3024302072599999
404.982,0.46015485651999993
414.979,0.6612647682799998
424.972,0.7793969935800001
434.961,0.9999945484000001
445.026,1.2218043322000005
455.007,1.4129981203999995
464.983,1.6604871622000001
475.035,1.8435366741999997
485.003,2.050556779199999
494.966,2.220336966
505.004,2.3978006599999997
515.037,2.5327807518
524.986,2.6650068850000004
535.009,2.8073413316
545.027,2.8802846048000004
554.961,2.9141153949999987
564.969,3.1074838826
574.971,3.1483936589999986
584.968,3.2422904731999993
595.038,3.3706530902
605.024,3.4216996571999996
615.003,3.355296693
624.977,3.254265765400001
635.024,3.2061202522000003
644.986,3.1977190257999997
655.02,3.153289852
664.969,3.042559451599999
674.991,2.9042704289999994
684.974,2.9122607568000003
694.976,3.1014077762
704.971,3.2489970345999994
715.038,3.3283081244
725.02,3.3403686042000005
734.994,3.3233733889999995
744.961,3.2985008242000005
755.0,3.2408186672
765.031,3.1405360270000005
774.976,2.8929177376
784.992,2.253520097200001
795.0,1.2417861576
805.0,0.46303686273999994
814.992,0.14383608794000005
824.976,0.04604481677
835.03,0.019355971396
844.998,0.0119446450542
