Timestamp,Temperature
2024-07-25 09:28:05,21.4724693
2024-07-25 09:28:06,21.5212097
2024-07-25 09:28:07,21.5474662
2024-07-25 09:28:09,21.5648841
2024-07-25 09:28:10,21.58041
2024-07-25 09:28:11,21.5871963
2024-07-25 09:28:12,21.614521
2024-07-25 09:28:13,21.6000461
2024-07-25 09:28:15,21.5896148
2024-07-25 09:28:16,21.7994308
2024-07-25 09:28:17,22.3278923
2024-07-25 09:28:18,23.0364093
2024-07-25 09:28:19,23.8228836
2024-07-25 09:28:20,24.6134815
2024-07-25 09:28:22,25.4022903
2024-07-25 09:28:23,26.0975322
2024-07-25 09:28:24,26.7679634
2024-07-25 09:28:25,27.3630275
2024-07-25 09:28:26,27.9405097
2024-07-25 09:28:27,28.4691028
2024-07-25 09:28:29,28.9471912
2024-07-25 09:28:30,29.3763027
2024-07-25 09:28:31,29.7839622
2024-07-25 09:28:32,30.1696052
2024-07-25 09:28:33,30.5351295
2024-07-25 09:28:34,30.8680114
2024-07-25 09:28:36,31.1668205
2024-07-25 09:28:37,31.4539146
2024-07-25 09:28:38,31.716938
2024-07-25 09:28:39,31.9762535
2024-07-25 09:28:40,32.217678
2024-07-25 09:28:41,32.4489021
2024-07-25 09:28:43,32.6564064
2024-07-25 09:28:44,32.8571548
2024-07-25 09:28:45,33.0469932
2024-07-25 09:28:46,33.226921
2024-07-25 09:28:47,33.3988456
2024-07-25 09:28:48,33.5797996
2024-07-25 09:28:50,33.7357139
2024-07-25 09:28:51,33.8940658
2024-07-25 09:28:52,34.050003
2024-07-25 09:28:53,34.2010116
2024-07-25 09:28:54,34.3408241
2024-07-25 09:28:55,34.4831619
2024-07-25 09:28:57,34.6205444
2024-07-25 09:28:58,34.7518234
2024-07-25 09:28:59,34.881298
2024-07-25 09:29:00,34.9897689
2024-07-25 09:29:01,35.1141242
2024-07-25 09:29:03,35.244915
2024-07-25 09:29:04,35.3656959
2024-07-25 09:29:05,35.4827537
2024-07-25 09:29:06,35.5992012
2024-07-25 09:29:07,35.7088584
2024-07-25 09:29:08,35.8208999
2024-07-25 09:29:10,35.9251251
2024-07-25 09:29:11,36.0381546
2024-07-25 09:29:12,36.1414871
2024-07-25 09:29:13,36.2501258
2024-07-25 09:29:14,36.3530769
2024-07-25 09:29:15,36.4597282
2024-07-25 09:29:17,36.5568466
2024-07-25 09:29:18,36.6626663
2024-07-25 09:29:19,36.7571601
2024-07-25 09:29:20,36.8494415
2024-07-25 09:29:21,36.9341354
2024-07-25 09:29:22,37.0367813
2024-07-25 09:29:24,37.1243019
2024-07-25 09:29:25,37.2284126
2024-07-25 09:29:26,37.3207283
2024-07-25 09:29:27,37.4120216
2024-07-25 09:29:28,37.5049743
2024-07-25 09:29:29,37.593029
2024-07-25 09:29:31,37.6782569
2024-07-25 09:29:32,37.7602081
2024-07-25 09:29:33,37.8531646
2024-07-25 09:29:34,37.9560508
2024-07-25 09:29:35,38.0397911
2024-07-25 09:29:36,38.1179847
2024-07-25 09:29:38,38.2015228
2024-07-25 09:29:39,38.2917213
2024-07-25 09:29:40,38.3804397
2024-07-25 09:29:41,38.4693489
2024-07-25 09:29:42,38.5457496
2024-07-25 09:29:43,38.6328773
2024-07-25 09:29:45,38.7096138
2024-07-25 09:29:46,38.7896614
2024-07-25 09:29:47,38.8765869
2024-07-25 09:29:48,38.9580535
2024-07-25 09:29:49,39.0416107
2024-07-25 09:29:50,39.1102676
2024-07-25 09:29:52,39.1960105
2024-07-25 09:29:53,39.2759284
2024-07-25 09:29:54,39.3484878
2024-07-25 09:29:55,39.4269447
2024-07-25 09:29:56,39.5074005
2024-07-25 09:29:58,39.5772514
2024-07-25 09:29:59,39.6585617
2024-07-25 09:30:00,39.7362899
2024-07-25 09:30:01,39.8050308
2024-07-25 09:30:02,39.8806953
2024-07-25 09:30:03,39.9596405
2024-07-25 09:30:05,40.0210685
2024-07-25 09:30:06,40.097557
2024-07-25 09:30:07,40.1689338
2024-07-25 09:30:08,40.2332534
2024-07-25 09:30:09,40.3109855
