Timestamp,Temperature
2024-07-25 11:00:56,59.8034133
2024-07-25 11:00:57,59.8227272
2024-07-25 11:00:58,59.8083381
2024-07-25 11:01:00,59.8098068
2024-07-25 11:01:01,59.8083648
2024-07-25 11:01:02,59.8105545
2024-07-25 11:01:03,59.8006896
2024-07-25 11:01:04,59.8080215
2024-07-25 11:01:05,59.7934837
2024-07-25 11:01:07,59.7983474
2024-07-25 11:01:08,59.8010177
2024-07-25 11:01:09,59.8056335
2024-07-25 11:01:10,59.8037528
2024-07-25 11:01:11,59.8119735
2024-07-25 11:01:12,59.8028831
2024-07-25 11:01:14,59.7959136
2024-07-25 11:01:15,59.8079757
2024-07-25 11:01:16,59.8202629
2024-07-25 11:01:17,59.8209686
2024-07-25 11:01:18,59.8224067
2024-07-25 11:01:19,59.8046722
2024-07-25 11:01:21,59.8040046
2024-07-25 11:01:22,59.8135719
2024-07-25 11:01:23,59.8506164
2024-07-25 11:01:24,60.0245666
2024-07-25 11:01:25,60.1658248
2024-07-25 11:01:26,60.2671699
2024-07-25 11:01:28,60.3608398
2024-07-25 11:01:29,60.4462509
2024-07-25 11:01:30,60.5039138
2024-07-25 11:01:31,60.5585784
2024-07-25 11:01:32,60.6097984
2024-07-25 11:01:33,60.6758003
2024-07-25 11:01:35,60.7305488
2024-07-25 11:01:36,60.7847785
2024-07-25 11:01:37,60.8139801
2024-07-25 11:01:38,60.848793
2024-07-25 11:01:39,60.8963546
2024-07-25 11:01:40,60.941082
2024-07-25 11:01:42,61.0002555
2024-07-25 11:01:43,61.0604896
2024-07-25 11:01:44,61.1085586
2024-07-25 11:01:45,61.1403617
2024-07-25 11:01:46,61.1899681
2024-07-25 11:01:47,61.2293853
2024-07-25 11:01:49,61.2700195
2024-07-25 11:01:50,61.3054885
2024-07-25 11:01:51,61.3384819
2024-07-25 11:01:52,61.3808021
2024-07-25 11:01:53,61.4188385
2024-07-25 11:01:55,61.4644432
2024-07-25 11:01:56,61.4919624
2024-07-25 11:01:57,61.5260467
2024-07-25 11:01:58,61.5787696
2024-07-25 11:01:59,61.612915
2024-07-25 11:02:00,61.6446266
2024-07-25 11:02:02,61.6789741
2024-07-25 11:02:03,61.7136726
2024-07-25 11:02:04,61.7520713
2024-07-25 11:02:05,61.7647361
2024-07-25 11:02:06,61.8042182
2024-07-25 11:02:07,61.8354225
2024-07-25 11:02:09,61.8663063
2024-07-25 11:02:10,61.9030685
2024-07-25 11:02:11,61.9352684
2024-07-25 11:02:12,61.9745254
2024-07-25 11:02:13,62.0105667
2024-07-25 11:02:14,62.0291862
2024-07-25 11:02:16,62.0676879
2024-07-25 11:02:17,62.0926856
2024-07-25 11:02:18,62.1144905
2024-07-25 11:02:19,62.1448554
2024-07-25 11:02:20,62.1920394
2024-07-25 11:02:21,62.2520637
2024-07-25 11:02:23,62.2621345
2024-07-25 11:02:24,62.3050727
2024-07-25 11:02:25,62.3357772
2024-07-25 11:02:26,62.3677139
2024-07-25 11:02:27,62.4018096
2024-07-25 11:02:28,62.4147415
2024-07-25 11:02:30,62.4499397
2024-07-25 11:02:31,62.4695472
2024-07-25 11:02:32,62.4880981
2024-07-25 11:02:33,62.5256462
2024-07-25 11:02:34,62.5429992
2024-07-25 11:02:35,62.5651473
2024-07-25 11:02:37,62.5910682
2024-07-25 11:02:38,62.6256065
