Timestamp,Temperature
2024-09-13 10:09:09,54.5144882
2024-09-13 10:09:10,54.5147399
2024-09-13 10:09:11,54.5168838
2024-09-13 10:09:12,54.5202827
2024-09-13 10:09:13,54.4803619
2024-09-13 10:09:14,54.5906753
2024-09-13 10:09:16,54.702713
2024-09-13 10:09:17,54.7419128
2024-09-13 10:09:18,54.7138519
2024-09-13 10:09:19,54.6627616
2024-09-13 10:09:20,54.5864906
2024-09-13 10:09:21,54.5488777
2024-09-13 10:09:23,54.5076904
2024-09-13 10:09:24,54.4772987
2024-09-13 10:09:25,54.4271507
2024-09-13 10:09:26,54.3889579
2024-09-13 10:09:27,54.3578186
2024-09-13 10:09:28,54.3316116
2024-09-13 10:09:30,54.3110237
2024-09-13 10:09:31,54.2907752
2024-09-13 10:09:32,54.2744293
2024-09-13 10:09:33,54.2558326
2024-09-13 10:09:34,54.2555503
2024-09-13 10:09:35,54.2346992
2024-09-13 10:09:37,54.2263603
2024-09-13 10:09:38,54.2316131
2024-09-13 10:09:39,54.2310142
2024-09-13 10:09:40,54.2230682
2024-09-13 10:09:41,54.223751
2024-09-13 10:09:43,54.2182388
2024-09-13 10:09:44,54.2271537
2024-09-13 10:09:45,54.2294502
2024-09-13 10:09:46,54.2215385
2024-09-13 10:09:47,54.2315139
2024-09-13 10:09:48,54.2346763
2024-09-13 10:09:50,54.236248
2024-09-13 10:09:51,54.248764
2024-09-13 10:09:52,54.2525062
2024-09-13 10:09:53,54.2713966
2024-09-13 10:09:54,54.2824783
2024-09-13 10:09:55,54.290615
2024-09-13 10:09:57,54.2952842
2024-09-13 10:09:58,54.3056678
2024-09-13 10:09:59,54.3190994
2024-09-13 10:10:00,54.3291664
2024-09-13 10:10:01,54.3345222
2024-09-13 10:10:02,54.3526535
2024-09-13 10:10:04,54.3595161
2024-09-13 10:10:05,54.3691787
2024-09-13 10:10:06,54.3853454
2024-09-13 10:10:07,54.4005584
2024-09-13 10:10:08,54.415306
2024-09-13 10:10:09,54.4293251
2024-09-13 10:10:11,54.4377479
2024-09-13 10:10:12,54.4439239
2024-09-13 10:10:13,54.4552192
2024-09-13 10:10:14,54.4664726
2024-09-13 10:10:15,54.4839973
2024-09-13 10:10:16,54.5019645
2024-09-13 10:10:18,54.5017662
2024-09-13 10:10:19,54.5125122
2024-09-13 10:10:20,54.516716
