Timestamp,Temperature
2024-09-13 10:40:36,53.5391082
2024-09-13 10:40:38,53.5347328
2024-09-13 10:40:39,53.5305328
2024-09-13 10:40:40,53.5200729
2024-09-13 10:40:41,53.5662803
2024-09-13 10:40:42,53.5240745
2024-09-13 10:40:44,53.5158843
2024-09-13 10:40:45,53.4703788
2024-09-13 10:40:46,53.4620513
2024-09-13 10:40:47,53.4520874
2024-09-13 10:40:48,53.4594078
2024-09-13 10:40:49,53.475975
2024-09-13 10:40:51,53.5090065
2024-09-13 10:40:52,53.5156097
2024-09-13 10:40:53,53.5412979
2024-09-13 10:40:54,53.5501251
2024-09-13 10:40:55,53.5796051
2024-09-13 10:40:56,53.5960044
2024-09-13 10:40:58,53.6218872
2024-09-13 10:40:59,53.6236381
2024-09-13 10:41:00,53.6493988
2024-09-13 10:41:01,53.6690063
2024-09-13 10:41:02,53.6913833
2024-09-13 10:41:04,53.7079811
2024-09-13 10:41:05,53.7225837
2024-09-13 10:41:06,53.7265853
2024-09-13 10:41:07,53.7314224
2024-09-13 10:41:08,53.7456703
2024-09-13 10:41:09,53.7497482
2024-09-13 10:41:11,53.7530364
2024-09-13 10:41:12,53.7685737
2024-09-13 10:41:13,53.769699
2024-09-13 10:41:14,53.7809104
2024-09-13 10:41:15,53.7785263
2024-09-13 10:41:16,53.7904129
2024-09-13 10:41:18,53.8003921
2024-09-13 10:41:19,53.8005676
2024-09-13 10:41:20,53.8118515
2024-09-13 10:41:21,53.8074569
2024-09-13 10:41:22,53.8169403
2024-09-13 10:41:23,53.8207931
2024-09-13 10:41:25,53.8273773
2024-09-13 10:41:26,53.8238754
2024-09-13 10:41:27,53.8174324
2024-09-13 10:41:28,53.8270835
2024-09-13 10:41:29,53.8358268
2024-09-13 10:41:30,53.8457603
2024-09-13 10:41:32,53.8381118
2024-09-13 10:41:33,53.849842
2024-09-13 10:41:34,53.8641281
2024-09-13 10:41:35,53.8656806
2024-09-13 10:41:36,53.8607559
2024-09-13 10:41:37,53.8551254
2024-09-13 10:41:39,53.8608665
2024-09-13 10:41:40,53.8707847
2024-09-13 10:41:41,53.8779678
2024-09-13 10:41:42,53.8896064
2024-09-13 10:41:43,53.8834991
2024-09-13 10:41:45,53.8951568
2024-09-13 10:41:46,53.9016227
2024-09-13 10:41:47,53.8819465
2024-09-13 10:41:48,53.890213
2024-09-13 10:41:49,53.9063072
2024-09-13 10:41:50,53.9041519
2024-09-13 10:41:52,53.915493
2024-09-13 10:41:53,53.9176406
2024-09-13 10:41:54,53.9217071
2024-09-13 10:41:55,53.9159698
2024-09-13 10:41:56,53.9054565
2024-09-13 10:41:58,53.9165802
2024-09-13 10:41:59,53.9196357
2024-09-13 10:42:00,53.9102058
2024-09-13 10:42:01,53.9192466
2024-09-13 10:42:02,53.9166755
2024-09-13 10:42:03,53.928627
2024-09-13 10:42:05,53.9284553
2024-09-13 10:42:06,53.9278869
2024-09-13 10:42:07,53.9347419
2024-09-13 10:42:08,53.93684
2024-09-13 10:42:09,53.9363403
2024-09-13 10:42:11,53.9233398
2024-09-13 10:42:12,53.9230842
2024-09-13 10:42:13,53.9262809
2024-09-13 10:42:14,53.9259452
2024-09-13 10:42:15,53.9314918
2024-09-13 10:42:16,53.9251823
2024-09-13 10:42:18,53.9228782
2024-09-13 10:42:19,53.9323616
2024-09-13 10:42:20,53.9315223
2024-09-13 10:42:21,53.9277
2024-09-13 10:42:22,53.9266433
2024-09-13 10:42:23,53.9343032
2024-09-13 10:42:25,53.942501
2024-09-13 10:42:26,53.9409904
2024-09-13 10:42:27,53.92107
2024-09-13 10:42:28,53.9321899
2024-09-13 10:42:29,53.9347
2024-09-13 10:42:30,53.9373245
2024-09-13 10:42:32,53.9438819
2024-09-13 10:42:33,53.934391
2024-09-13 10:42:34,53.9453506
2024-09-13 10:42:35,53.9418563
2024-09-13 10:42:36,53.9454574
2024-09-13 10:42:37,53.9503822
