Timestamp,Temperature
2024-07-25 10:06:21,55.3698425
2024-07-25 10:06:22,55.3714332
2024-07-25 10:06:23,55.3610801
2024-07-25 10:06:24,55.3667602
2024-07-25 10:06:25,55.3842353
2024-07-25 10:06:26,55.3804931
2024-07-25 10:06:28,55.3935928
2024-07-25 10:06:29,55.3890991
2024-07-25 10:06:30,55.3601646
2024-07-25 10:06:31,55.3790817
2024-07-25 10:06:32,55.3883209
2024-07-25 10:06:33,55.3773612
2024-07-25 10:06:35,55.4271202
2024-07-25 10:06:36,55.4409561
2024-07-25 10:06:37,55.6403732
2024-07-25 10:06:38,55.7704505
2024-07-25 10:06:39,55.9338378
2024-07-25 10:06:40,56.1225357
2024-07-25 10:06:42,56.3113327
2024-07-25 10:06:43,56.4882469
2024-07-25 10:06:44,56.6481781
2024-07-25 10:06:45,56.8041267
2024-07-25 10:06:46,56.9337654
2024-07-25 10:06:47,57.0437736
2024-07-25 10:06:49,57.1407241
2024-07-25 10:06:50,57.2307281
2024-07-25 10:06:51,57.3165206
2024-07-25 10:06:52,57.378273
2024-07-25 10:06:53,57.4449462
2024-07-25 10:06:54,57.5026473
2024-07-25 10:06:56,57.5422744
2024-07-25 10:06:57,57.597351
2024-07-25 10:06:58,57.6417846
2024-07-25 10:06:59,57.680561
2024-07-25 10:07:00,57.7209167
2024-07-25 10:07:01,57.7496566
2024-07-25 10:07:03,57.7795104
2024-07-25 10:07:04,57.8354873
2024-07-25 10:07:05,57.8674049
2024-07-25 10:07:06,57.9053421
2024-07-25 10:07:07,57.9308319
2024-07-25 10:07:08,57.9626541
2024-07-25 10:07:10,57.9888534
2024-07-25 10:07:11,57.9994888
2024-07-25 10:07:12,58.0286178
2024-07-25 10:07:13,58.0582199
2024-07-25 10:07:14,58.0742454
2024-07-25 10:07:16,58.0864105
2024-07-25 10:07:17,58.0962944
2024-07-25 10:07:18,58.1267547
2024-07-25 10:07:19,58.151493
2024-07-25 10:07:20,58.1663093
2024-07-25 10:07:21,58.1899604
2024-07-25 10:07:23,58.204113
2024-07-25 10:07:24,58.2277832
2024-07-25 10:07:25,58.2378921
2024-07-25 10:07:26,58.2539024
2024-07-25 10:07:27,58.2583961
2024-07-25 10:07:28,58.2889938
2024-07-25 10:07:30,58.3189659
2024-07-25 10:07:31,58.3185844
2024-07-25 10:07:32,58.336029
2024-07-25 10:07:33,58.3624496
2024-07-25 10:07:34,58.3710479
2024-07-25 10:07:35,58.3906669
2024-07-25 10:07:37,58.4095573
2024-07-25 10:07:38,58.4151916
2024-07-25 10:07:39,58.4436607
2024-07-25 10:07:40,58.448246
