Wavelength (nm),Power Measurements (W)
374.968,4.0324154078399986e-07
384.977,6.459571923419998e-07
394.981,9.9353786596e-07
404.982,1.3878730221199998e-06
414.979,1.814070062718e-06
424.972,2.286403183192e-06
434.961,2.7690412381359996e-06
445.026,3.225419512672e-06
