Wavelength (nm),Current (A)
325.004,0.15243621472800004
335.028,0.15915397444
344.968,0.18405157603200004
354.986,0.20328983490600008
365.0,0.24441333216000005
375.011,0.27897759198000005
385.018,0.44491768516
395.021,0.6400390618
405.021,0.8591117392199998
415.017,1.13082658814
425.009,1.1535903667999998
434.997,1.4960469816000002
444.981,1.7880498780000003
454.961,2.1775411273999996
465.016,2.5909017991999996
474.987,3.0247757512
485.034,3.3929354683999993
494.996,3.7310097918
505.033,4.043910888800001
514.985,4.320024585600001
525.013,4.5417371387999985
535.035,4.810230761399998
544.972,4.962889137999999
554.984,5.168589073199999
564.991,5.408678630400001
574.992,5.549460415600001
584.988,5.631326625600001
594.978,5.732984031600001
604.963,5.9226383154
615.021,5.850750389800001
624.994,5.666279661600002
635.039,5.618393565399999
645.0,5.6278876532
655.034,5.565338064600001
664.982,5.354305171400001
675.003,5.117408204999999
684.984,5.0538940412
694.985,5.3612980758000015
704.979,5.6833153348
714.967,5.868368875000001
725.026,5.963759626199999
734.999,5.982358748000001
744.965,5.978811008800001
755.003,5.9139194068
765.033,5.8524701075999985
774.977,5.6562066538
784.992,5.3460760264
794.999,5.1792013664
804.998,5.107748770599999
814.989,4.987588230799999
824.972,4.851024218
835.025,4.8422565172
844.992,4.903121502199999
