Wavelength (nm),Current (A)
325.037,-2.86654842e-08
349.973,-5.27631733e-08
374.968,7.2596066e-07
400.022,2.10155667e-06
424.972,4.16492548e-06
449.977,6.91844252e-06
475.035,9.8395867e-06
499.985,1.22215551e-05
524.986,1.4118339e-05
550.034,1.5326721e-05
574.971,1.65706569e-05
600.032,1.77430374e-05
624.977,1.67619073e-05
649.964,1.62003034e-05
674.991,1.4241853e-05
700.014,1.55628895e-05
725.02,1.59839746e-05
749.981,1.52318189e-05
774.976,1.2624826e-05
800.001,2.68876624e-06
824.976,2.90425816e-07
849.979,1.0872462e-07
875.006,-1.6997788e-08
899.979,1.31821536e-07
924.973,1.74071018e-07
949.986,4.4167681e-08
975.016,2.35882136e-09
999.983,1.69586911e-07
1024.964,2.50423539e-07
1050.032,3.28610525e-07
1075.031,1.28240714e-07
1100.037,5.10796454e-08
