Wavelength (nm),Current (A)
349.987,3.8016632547e-09
359.993,7.2166955815000005e-09
369.995,1.1396857720000002e-08
379.994,1.8231709648999997e-08
389.989,3.15717703755e-08
399.981,4.906245378049999e-08
409.968,7.026716998500001e-08
420.032,9.398320339999996e-08
430.012,1.0726651608999996e-07
439.988,1.2948271965000007e-07
450.039,1.5243170857000005e-07
460.007,1.7736538549499993e-07
469.97,2.0041598245499997e-07
480.008,2.2261992095999992e-07
489.962,2.4361258767e-07
499.991,2.6477126238e-07
510.016,2.83502653375e-07
520.035,3.0036815639499996e-07
529.97,3.2021483609e-07
539.979,3.39461235045e-07
549.984,3.517046546750001e-07
559.983,3.6687195704499996e-07
569.976,3.834615764849999e-07
579.965,3.90804934505e-07
590.026,3.9805518696500014e-07
600.003,4.0582533575e-07
609.975,4.028213107400001e-07
620.019,3.8984738657999994e-07
629.978,3.810138764399999e-07
640.011,3.8068958780999997e-07
650.037,3.790009088e-07
659.978,3.666810273899999e-07
669.991,3.4980659123e-07
679.998,3.3643042898999995e-07
689.98,2.5432765960500007e-07
699.976,2.6475640319000016e-07
709.965,2.7077752518500006e-07
720.026,2.721515974550001e-07
730.001,2.687108902800001e-07
739.969,2.61728155835e-07
750.008,2.524125924050001e-07
759.961,2.41799068175e-07
769.986,2.2111778542499997e-07
780.002,1.6015111314499995e-07
790.011,7.51674376e-08
800.013,2.79680759965e-08
810.006,8.861561756e-09
819.991,3.121092220400002e-09
829.968,1.3323220316000005e-09
840.015,7.743319769499998e-10
849.976,6.178740122999998e-10
