Wavelength (nm),Current (A)
350.004,3.936364752749999e-09
360.017,7.1847082705000005e-09
370.026,1.0777168009e-08
380.032,1.7395402078000002e-08
390.035,3.01715278075e-08
400.034,4.687037021400001e-08
410.029,6.777673812499999e-08
420.02,9.081996225999999e-08
430.008,1.0436162709000003e-07
439.991,1.2696294880999997e-07
449.97,1.4909400685999996e-07
460.025,1.74145976995e-07
469.995,1.9548384583500005e-07
479.961,2.1735666800000007e-07
490.003,2.3704996202000008e-07
500.039,2.568591158400001e-07
509.991,2.7294678733499995e-07
520.018,2.886354393799999e-07
529.961,3.0599131033999997e-07
539.978,3.180512378100001e-07
549.99,3.248214282700001e-07
559.996,3.3647563575499985e-07
569.997,3.49054845315e-07
579.993,3.5717439294999987e-07
589.983,3.7066744278500013e-07
599.968,3.8042123577999997e-07
610.026,3.7576879570499993e-07
619.999,3.650489101149999e-07
629.966,3.6009005451999975e-07
640.006,3.5995156357999993e-07
649.961,3.5670219443999987e-07
659.988,3.464909861199999e-07
670.009,3.322546906399999e-07
680.024,3.1825903178500004e-07
690.03,3.5848246648000014e-07
700.03,3.7416633178000014e-07
710.023,3.8615906902499994e-07
720.009,3.87359928845e-07
729.989,3.8080254410999997e-07
739.961,3.71227246055e-07
750.004,3.596786053000001e-07
759.962,3.4261421585499994e-07
769.991,3.041389379649999e-07
780.012,2.0885638665000003e-07
790.025,9.558930115000002e-08
800.031,3.55784002005e-08
810.029,1.0975964982999995e-08
820.018,3.6051046712000006e-09
830.0,1.3472804589499992e-09
839.973,6.557057651500002e-10
850.016,4.4779460778999997e-10
