Wavelength (nm),Power (W)
350.004,1.0254883262849994e-07
360.017,1.4755513650999996e-07
370.026,1.8107047160000003e-07
380.032,2.4074039698000016e-07
390.035,3.4818899489499973e-07
400.034,4.734692514299999e-07
410.029,6.111264909350003e-07
420.02,7.563087532699999e-07
430.008,8.321812749099999e-07
439.991,9.805525000600005e-07
449.97,1.1154033979499998e-06
460.025,1.2605082054500003e-06
469.995,1.3773025043000001e-06
479.961,1.4866416754500004e-06
490.003,1.5692228881000005e-06
500.039,1.6374266667500004e-06
509.991,1.7570624244500004e-06
520.018,1.7927803369e-06
529.961,1.8554915359499995e-06
539.978,1.8666705247499997e-06
549.99,1.8518128503500006e-06
559.996,1.8671434950999994e-06
569.997,1.8769592092999993e-06
579.993,1.8715967026499994e-06
589.983,1.8923318208499996e-06
599.968,1.9006884738500006e-06
610.026,1.83982457025e-06
619.999,1.7642708195500015e-06
629.966,1.713547731099999e-06
640.006,1.6820781843999997e-06
649.961,1.6443828007499993e-06
659.988,1.5669522843499986e-06
670.009,1.473046154500001e-06
680.024,1.3958081050500007e-06
690.03,1.5135567255e-06
700.03,1.5703912026000008e-06
710.023,1.6036707118999993e-06
720.009,1.59705231115e-06
729.989,1.5742899306000002e-06
739.961,1.5455779508000007e-06
750.004,1.5021890227000007e-06
759.962,1.4575172351499998e-06
769.991,1.3873623118999996e-06
780.012,1.3050756084699998e-06
790.025,1.25444683433e-06
800.031,1.2045634548049999e-06
810.029,1.1611734273399995e-06
820.018,1.1037273555299999e-06
830.0,1.0789429088100002e-06
839.973,1.0676023791099995e-06
850.016,1.0697333554800003e-06
