Wavelength (nm),Power (W)
349.987,8.80339529640001e-08
359.993,1.1687444061500001e-07
369.995,1.5404399034999985e-07
379.994,2.0209081076999989e-07
389.989,2.8901380290499996e-07
399.981,3.9224106060000024e-07
409.968,5.024134007650002e-07
420.032,6.167406524999998e-07
430.012,6.760986045100001e-07
439.988,7.893998986500002e-07
450.039,9.015202609749992e-07
460.007,1.0214734370349994e-06
469.97,1.1343197856550004e-06
480.008,1.226791363199999e-06
489.962,1.3146141168499997e-06
499.991,1.3820129590500003e-06
510.016,1.4347396045999995e-06
520.035,1.468068404599999e-06
529.97,1.5148505811500003e-06
539.979,1.5477851760500015e-06
549.984,1.6159959634499997e-06
559.983,1.6362151688000007e-06
569.976,1.66104590715e-06
579.965,1.6434828186e-06
590.026,1.6269287009499993e-06
600.003,1.6249888441500005e-06
609.975,1.5841774625000002e-06
620.019,1.5071129821499998e-06
629.978,1.4575698879999996e-06
640.011,1.4278713832999996e-06
650.037,1.3928110871999996e-06
659.978,1.3395577285500016e-06
669.991,1.2650679433499998e-06
679.998,1.1934556065800003e-06
689.98,8.770751455149999e-07
699.976,9.000976160949998e-07
709.965,9.090351280350005e-07
720.026,9.008633253250001e-07
730.001,8.858183849800001e-07
739.969,8.678038503350003e-07
750.008,8.463018767199999e-07
759.961,8.223435643049997e-07
769.986,7.932566305150001e-07
780.002,7.484682728950001e-07
790.011,7.0722069295e-07
800.013,6.754998185150005e-07
810.006,6.560659079049996e-07
819.991,6.29093143535e-07
829.968,6.168101586349999e-07
840.015,6.114710333849999e-07
849.976,6.18791184195e-07
