Wavelength (nm),Current (A)
349.987,3.755671796650001e-09
359.993,7.130962682999997e-09
369.995,1.1255613622500003e-08
379.994,1.7978908589499993e-08
389.989,3.10929334195e-08
399.981,4.8348748929e-08
409.968,6.947598939499998e-08
420.032,9.309368138999998e-08
430.012,1.0593696067e-07
439.988,1.2801938223500004e-07
450.039,1.5089707516499997e-07
460.007,1.760346362250001e-07
469.97,1.9911575233000003e-07
480.008,2.2161247158e-07
489.962,2.425260942000001e-07
499.991,2.6365211508499997e-07
510.016,2.8245228957000006e-07
520.035,2.994173338300001e-07
529.97,3.189215156849998e-07
539.979,3.3790494178500007e-07
549.984,3.4989819099500016e-07
559.983,3.647564699600002e-07
569.976,3.8153236052499995e-07
579.965,3.888557324250001e-07
590.026,3.9615879701500016e-07
600.003,4.043296220149998e-07
609.975,4.01319415315e-07
620.019,3.88483899565e-07
629.978,3.7926948620000007e-07
640.011,3.7889928985500003e-07
650.037,3.7651653360999994e-07
659.978,3.6430750917500005e-07
669.991,3.4783086180499974e-07
679.998,3.350499596499999e-07
689.98,2.525689783099999e-07
699.976,2.6320297862e-07
709.965,2.696930518099999e-07
720.026,2.7147897099499993e-07
730.001,2.6793532274499997e-07
739.969,2.606219823400001e-07
750.008,2.51599313975e-07
759.961,2.41238663895e-07
769.986,2.2037031578000002e-07
780.002,1.595369634399999e-07
790.011,7.474292234999999e-08
800.013,2.7784607416499988e-08
810.006,8.792355216499996e-09
819.991,3.104619908600001e-09
829.968,1.32958846375e-09
840.015,7.819635852000003e-10
849.976,6.114548963000002e-10
