Wavelength (nm),Current (A)
349.987,3.4706459914000006e-09
359.993,6.712776196000003e-09
369.995,1.0690579896500002e-08
379.994,1.7201027965000005e-08
389.989,2.99513254815e-08
399.981,4.67579928105e-08
409.968,6.725624117999998e-08
420.032,9.047243897999999e-08
430.012,1.0326437151000003e-07
439.988,1.2465439614999999e-07
450.039,1.466786625e-07
460.007,1.7114669383499993e-07
469.97,1.9407062030500004e-07
480.008,2.16134926315e-07
489.962,2.3632147168e-07
499.991,2.5673513055499994e-07
510.016,2.7503879523499984e-07
520.035,2.9184750007000007e-07
529.97,3.11813124185e-07
539.979,3.3157966803000013e-07
549.984,3.44024181855e-07
559.983,3.5868011546500004e-07
569.976,3.7474625255e-07
579.965,3.81656424035e-07
590.026,3.888812880199999e-07
600.003,3.978093547699999e-07
609.975,3.9644319819e-07
620.019,3.8362176485000003e-07
629.978,3.742739069399997e-07
640.011,3.746523156100001e-07
650.037,3.7302793526e-07
659.978,3.609661433550002e-07
669.991,3.4456479240499994e-07
679.998,3.316615118949999e-07
689.98,2.5080130028499996e-07
699.976,2.61125534315e-07
709.965,2.67372093405e-07
720.026,2.6930656408499997e-07
730.001,2.659379517849999e-07
739.969,2.5822296974999994e-07
750.008,2.4904931829e-07
759.961,2.3906454537999994e-07
769.986,2.1909878969e-07
780.002,1.5869243501500002e-07
790.011,7.4154913925e-08
800.013,2.7350355805500008e-08
810.006,8.5149397175e-09
819.991,2.8738192073e-09
829.968,1.1111137953999993e-09
840.015,5.783218698500001e-10
849.976,4.0026582568000007e-10
