Wavelength (nm),Power (W)
350.016,9.677188906350008e-08
360.032,1.3071672226999995e-07
369.964,1.6453652780000003e-07
379.973,2.1339653307499994e-07
389.978,3.1088860181499986e-07
399.98,4.332064162450002e-07
409.978,5.654104718649999e-07
419.972,7.087106195100003e-07
429.962,7.832661540800003e-07
440.028,9.117875343650009e-07
450.01,1.0560538436199998e-06
459.987,1.1697614546149996e-06
469.961,1.29748365105e-06
480.009,1.3843945549999999e-06
489.973,1.4724918315499999e-06
500.013,1.531853354549998e-06
509.968,1.633464804999999e-06
519.997,1.6608165790999992e-06
530.022,1.6973556273499992e-06
539.962,1.7246767162000002e-06
549.977,1.7068369048499994e-06
559.986,1.6899310351500008e-06
569.99,1.7388290813500003e-06
579.989,1.7175965518499998e-06
589.982,1.7294065925999995e-06
599.969,1.7418409495500005e-06
610.03,1.7052350759499994e-06
620.005,1.6217840795500003e-06
629.975,1.555378101249999e-06
640.018,1.5148654303500004e-06
649.976,1.4848382356e-06
660.006,1.4237283622999994e-06
670.03,1.3447836464000005e-06
679.968,1.2630029780500006e-06
690.022,1.4064438681500007e-06
700.02,1.4645006084000007e-06
710.01,1.5007961849500002e-06
719.994,1.5095791524999998e-06
729.971,1.4882944550499988e-06
740.02,1.4553932370000004e-06
749.982,1.4238665651500002e-06
760.016,1.3794510140000003e-06
769.964,1.3281479293499993e-06
779.982,1.23729262485e-06
789.993,1.1614939086050002e-06
799.996,1.110760456705e-06
809.991,1.0821151267200005e-06
819.979,1.0362927457650003e-06
830.036,1.0042093804700004e-06
840.007,9.928632617900006e-07
849.969,9.996427633000002e-07
