Wavelength (nm),Current (A)
350.016,3.203072575249999e-08
360.032,6.247028746999997e-08
369.964,9.929420960000006e-08
379.973,1.5625712920000003e-07
389.978,2.7670900797e-07
399.98,4.511121571799999e-07
409.978,6.766850219e-07
419.972,9.480902079500002e-07
429.962,1.1149760256e-06
440.028,1.3604656765e-06
450.01,1.64030968055e-06
459.987,1.8818656774000006e-06
469.961,2.1564105080499993e-06
480.009,2.377461693000001e-06
489.973,2.60430572715e-06
500.013,2.7924112461500003e-06
509.968,2.9795907164500007e-06
519.997,3.0997157570000005e-06
530.022,3.25421632975e-06
539.962,3.3728062055499993e-06
549.977,3.416856448649997e-06
559.986,3.457575406900001e-06
569.99,3.64201055285e-06
579.989,3.6670056152000014e-06
589.982,3.773354583050002e-06
599.969,3.8821297500500006e-06
610.03,3.872314316800001e-06
620.005,3.738190486199999e-06
629.975,3.613703839600001e-06
640.018,3.566810433800001e-06
649.976,3.541088175849997e-06
660.006,3.449898898700001e-06
670.03,3.2938045620500003e-06
679.968,3.1343188140999987e-06
690.022,3.5466907667e-06
700.02,3.744952931300001e-06
710.01,3.877979864950002e-06
719.994,3.920360505450001e-06
729.971,3.8955872795e-06
740.02,3.838880450849998e-06
749.982,3.771897163299999e-06
760.016,3.6812775182000016e-06
769.964,3.52807524445e-06
779.982,3.1782290984499983e-06
789.993,2.53091522185e-06
799.996,1.4397442079499997e-06
809.991,5.423408422999999e-07
819.979,1.650182130199999e-07
830.036,4.919518289300002e-08
840.007,1.72000591e-08
849.969,8.359202576000004e-09
