Wavelength (nm),Current (A)
350.005,3.0670300133333337e-09
360.018,4.553690095999998e-09
370.028,6.398947970444445e-09
380.034,1.0400266915333336e-08
390.036,1.799911275e-08
400.035,2.7666959362222214e-08
410.031,3.894087500555555e-08
420.022,5.1614374930000005e-08
430.009,5.997725865444445e-08
439.993,7.380610249e-08
449.972,8.769226479222222e-08
460.026,1.031956336322222e-07
469.997,1.1681196668888885e-07
479.963,1.304695100111111e-07
490.005,1.4292302368888892e-07
499.962,1.5440888565555553e-07
509.993,1.6387441378888892e-07
520.02,1.7187920217777773e-07
529.963,1.8097847743333325e-07
539.98,1.8602536984444443e-07
549.992,1.8823382461111107e-07
559.998,1.93134810388889e-07
570.0,1.9831817042222226e-07
579.995,2.013906725e-07
589.986,2.0683520288888893e-07
599.97,2.108929801999999e-07
610.028,2.0847055866666665e-07
620.001,2.0268841935555553e-07
629.968,1.9970710246666664e-07
640.008,1.9987300765555552e-07
649.963,1.9846229094444442e-07
659.991,1.9233664885555564e-07
670.012,1.833771914444444e-07
680.026,1.7512533266666677e-07
690.032,1.981180083111111e-07
700.032,2.083623035444443e-07
710.026,2.1494339951111113e-07
720.012,2.1724888335555554e-07
729.991,2.1653508292222214e-07
739.964,2.1455149530000003e-07
750.007,2.1175258912222203e-07
759.965,2.0725375015555551e-07
769.994,1.9971133387777783e-07
780.015,1.896806164666666e-07
790.028,1.8446656525555555e-07
800.034,1.7884812581111114e-07
810.032,1.7439277057777767e-07
820.021,1.6747641566666668e-07
830.003,1.6492568349999997e-07
839.976,1.6397460327777778e-07
850.019,1.6601190789999998e-07
