Wavelength (nm),Power (W)
349.973,6.481196616900001e-08
359.99,7.839086183950003e-08
370.003,9.200886471349993e-08
380.013,1.134066756125e-07
390.019,1.5249909082499998e-07
400.022,2.0392124549000015e-07
410.021,2.6374569859999984e-07
420.016,3.2950764191499994e-07
430.007,3.605475910599999e-07
439.994,4.2627151088999985e-07
449.977,4.916865965800002e-07
460.035,5.508354051950002e-07
470.01,6.107702100250002e-07
479.98,6.633635757599994e-07
490.025,7.070307958849999e-07
499.985,7.476236021150001e-07
510.021,7.776503648100001e-07
519.972,7.967894535399996e-07
529.998,8.209928276200006e-07
540.019,8.314442192499999e-07
550.034,8.278055091400003e-07
559.965,8.365120470249999e-07
569.97,8.531366287550002e-07
579.97,8.511531322600002e-07
589.964,8.595801588150003e-07
600.032,8.650487808350003e-07
610.014,8.482145668200003e-07
619.991,8.160176218800003e-07
629.962,7.878854498249997e-07
640.006,7.740089350349993e-07
649.964,7.618282941600003e-07
659.996,7.3478435499e-07
670.021,7.004813514299999e-07
680.039,6.619946196949999e-07
690.015,6.892258687400001e-07
700.014,7.230116707799999e-07
710.006,7.442772511099998e-07
719.99,7.528531125299998e-07
729.968,7.481318339500001e-07
740.018,7.373413160199999e-07
749.981,7.264914307699997e-07
760.016,7.100398505700002e-07
769.965,6.886259407449999e-07
779.985,6.486327407650004e-07
789.997,6.165353360899999e-07
800.001,5.937968288049999e-07
809.997,5.83227697885e-07
819.985,5.613102490400001e-07
829.966,5.523669979150002e-07
840.015,5.508668830650001e-07
849.979,5.594924870950001e-07
