Wavelength (nm),Current (A)
350.005,6.278281024888889e-09
360.018,9.787369373666666e-09
370.028,1.4208652606666666e-08
380.034,2.380144527999999e-08
390.036,4.2066404135555544e-08
400.035,6.584545348333331e-08
410.031,9.372730104333331e-08
420.022,1.2475937154444446e-07
430.009,1.4483284682222222e-07
439.993,1.7893435735555553e-07
449.972,2.1339858394444448e-07
460.026,2.523149895555556e-07
469.997,2.868929104666667e-07
479.963,3.218854763222222e-07
490.005,3.5344576380000003e-07
499.962,3.829172054999999e-07
509.993,4.072311848666664e-07
520.02,4.276820230222222e-07
529.963,4.5141776612222246e-07
539.98,4.6572415617777756e-07
549.992,4.783712762444442e-07
559.998,4.862449708999999e-07
570.0,5.029119061888891e-07
579.995,5.106250275333331e-07
589.986,5.217728280666668e-07
599.97,5.289802031444443e-07
610.028,5.231665992888888e-07
620.001,5.092902543888891e-07
629.968,5.01777688088889e-07
640.008,5.020932329666668e-07
649.963,4.990397686333332e-07
659.991,4.835017229777777e-07
670.012,4.6101500563333333e-07
680.026,4.405290990000002e-07
690.032,4.900458281999999e-07
700.032,5.15977655511111e-07
710.026,5.328139760333334e-07
720.012,5.39114627788889e-07
729.991,5.378596290000001e-07
739.964,5.33436373122222e-07
750.007,5.267902776888888e-07
759.965,5.157891680777778e-07
769.994,4.971890698444444e-07
780.015,4.7244275516666665e-07
790.028,4.59730033311111e-07
800.034,4.4575022853333314e-07
810.032,4.3421855713333314e-07
820.021,4.169339786111111e-07
830.003,4.112202805555554e-07
839.976,4.0934344980000007e-07
850.019,4.147793817222222e-07
