Wavelength (nm),Current (A)
299.972,0.0006480193662399999
305.028,0.0006252890480399997
310.003,0.0006305323867200002
314.977,0.0006453804349200002
320.031,0.0006588849085599999
325.004,0.0006786978921200002
329.976,0.0007211002787599998
335.028,0.0008869309681599999
339.999,0.001336898034
344.968,0.0032997491956000004
350.018,0.0037296771931999997
354.986,0.007264999460200003
360.033,0.0078145337822
365.0,0.013595072298399997
369.966,0.013441627606000003
375.011,0.023636307356999998
379.975,0.021723943064999997
385.018,0.028100148794999988
389.98,0.03726549952100001
395.021,0.06347417005800002
399.982,0.062636426304
405.021,0.07559370436200001
409.98,0.11913262452000004
415.017,0.11229011201599999
419.974,0.12832842015999998
425.009,0.13387735204399998
429.964,0.14993626832399995
434.997,0.23771629307
440.03,0.19087803574999998
444.981,0.20295485898000007
450.011,0.22022661567000001
454.961,0.23469029354000004
459.989,0.25177356601999995
465.016,0.27117826102000003
469.962,0.2874072310700001
474.987,0.30090957137999996
480.011,0.31561444069
485.034,0.33134728644000017
489.975,0.34510429832
494.996,0.3569392835899998
500.015,0.36932208367999997
505.033,0.3823385832499999
509.97,0.39389681408
514.985,0.50616689822
519.999,0.42083521694000003
525.013,0.42160912941999995
530.024,0.43157917539999996
535.035,0.44146030088
539.965,0.4487567925600002
544.972,0.45305226273999993
549.979,0.4559603838199999
554.984,0.45748676822
559.988,0.4608287138800002
564.991,0.47556019827999996
569.992,0.48418536516000005
574.992,0.48623131424
579.991,0.48849200678000015
584.988,0.49428398176
589.984,0.50211531686
594.978,0.5100761828800001
599.971,0.5170154376399999
604.963,0.5206093859200003
610.032,0.5194175781999999
615.021,0.5131656783999999
620.008,0.5044441589800001
624.994,0.49411549701999996
629.978,0.48656681774
635.039,0.48135407212000003
640.021,0.47849861293999996
645.0,0.47647037168000006
649.978,0.47440396162000015
655.034,0.47005226185999993
660.009,0.46264803838000007
664.982,0.4533649877599999
670.032,0.4436854004800001
675.003,0.43220140508000005
679.971,0.4222682805
684.984,0.39741632324
690.025,0.42789004274000003
694.985,0.44249245977999996
700.022,0.4550007547999999
704.979,0.46564444783999986
710.013,0.4744514088000001
714.967,0.48036294798
719.997,0.48353221368000016
725.026,0.4844472451400001
729.974,0.48359972332000006
734.999,0.48163527822
740.022,0.4787765574599999
744.965,0.47542889921999987
749.985,0.47216881790000004
755.003,0.4673236679400001
760.019,0.46140845634
765.033,0.45189365242
769.967,0.44064199872000015
774.977,0.41866883322000004
779.985,0.37608288852000005
784.992,0.31075513983999997
789.996,0.22948988195999998
794.999,0.11753250764
799.999,0.06605436811599999
804.998,0.042004252708
809.995,0.019097460292999996
814.989,0.013649219434999995
819.982,0.005085437335600001
824.972,0.0026370881414
830.039,0.0013732751341999994
835.025,0.0007239864493600002
840.01,0.00052176397308
844.992,0.00021656137584999998
849.972,0.00015853144071000005
