Wavelength (nm),Current (A)
299.972,0.0005954100627599999
305.028,0.0006132448531200002
310.003,0.0006271245594399999
314.977,0.0006375800742799999
320.031,0.0006543723181600002
325.004,0.0006783117742799999
329.976,0.0007223281879200001
335.028,0.0008899817475600001
339.999,0.0013447294836000001
344.968,0.0028192406963
350.018,0.0037031459735999994
354.986,0.006400402340599998
360.033,0.007733785128399998
365.0,0.011967576570000004
369.966,0.013288137140000001
375.011,0.019548255419000002
379.975,0.021354436944999992
385.018,0.028166441846000007
389.98,0.03740912783100001
395.021,0.055797261185999994
399.982,0.061863740486
405.021,0.07578152584800002
409.98,0.10464760542000001
415.017,0.11079850873599999
419.974,0.12806656294000002
425.009,0.13419436768399998
429.964,0.150105219168
434.997,0.19662848949000006
440.03,0.18685669229000007
444.981,0.20271263671000003
450.011,0.22028135893000003
454.961,0.23487817643999997
459.989,0.25261866449
465.016,0.27235328171
469.962,0.28863547442000004
474.987,0.30140736032
480.011,0.31589905476
485.034,0.3316733329
489.975,0.3459014999799999
494.996,0.35823160811999993
500.015,0.37099417184
505.033,0.38383306193
509.97,0.39446631834999984
514.985,0.4417849630999999
519.999,0.41510531184000005
525.013,0.42135004476
530.024,0.43211923168
535.035,0.44215517186000003
539.965,0.44884302178000024
544.972,0.4524169506600001
549.979,0.45514609864
554.984,0.45627816822
559.988,0.4606623396599999
564.991,0.47561350296000005
569.992,0.4848282913599999
574.992,0.48758807803999993
579.991,0.48992222064000013
584.988,0.49521753836000004
589.984,0.5024721302399999
594.978,0.5095448355600001
599.971,0.5165152125
604.963,0.5193515486399999
610.032,0.51818985032
615.021,0.5124291024200003
620.008,0.5036429313799999
624.994,0.49475169708
629.978,0.4871596493800001
635.039,0.4824650492600001
640.021,0.4796519608999999
645.0,0.4780502342200002
649.978,0.4752842125
655.034,0.47085491040000005
660.009,0.4634851584000001
664.982,0.45392160179999996
670.032,0.4425283541800001
675.003,0.4315873780200001
679.971,0.42133837938000007
684.984,0.35796483368000004
690.025,0.4252365498
694.985,0.4427714523399999
700.022,0.4548332210000001
704.979,0.46530090754000003
710.013,0.4738846278200002
714.967,0.48009908141999996
719.997,0.48348934977999997
725.026,0.4846203732400001
729.974,0.48381588216
734.999,0.48186998040000006
740.022,0.47875046388
744.965,0.47495438338
749.985,0.4710590710800001
755.003,0.4665988144800001
760.019,0.46055073879999997
765.033,0.45199875877999995
769.967,0.4398954977599999
774.977,0.41793388985999985
779.985,0.3752896241400001
784.992,0.31013232747999997
789.996,0.23042091512000004
794.999,0.12706630204
799.999,0.072732337952
804.998,0.041713126280000005
809.995,0.021055493301999993
814.989,0.010954780269
819.982,0.0055741680608
824.972,0.0028379294016
830.039,0.0014943748212
835.025,0.00077946869356
840.01,0.0005242144708000001
844.992,0.00022742397925999997
849.972,0.00012810526943000003
