Wavelength (nm),Current (A)
350.005,2.462749341428572e-09
360.018,3.533682704571426e-09
370.028,4.789636606714286e-09
380.034,7.249175521714285e-09
390.036,1.2198864417000001e-08
400.035,1.8643309449999997e-08
410.031,2.7386945755714267e-08
420.022,3.7980222501428574e-08
430.009,4.662856861571429e-08
439.993,5.686383699857142e-08
449.972,6.683568866571429e-08
460.026,7.801225144714284e-08
469.997,8.759603638000002e-08
479.963,9.873632814714283e-08
490.005,1.111852732885714e-07
499.962,1.2286360520857144e-07
509.993,1.3341129833000004e-07
520.02,1.4146885515857146e-07
529.963,1.527690913857143e-07
539.98,1.636661691142857e-07
549.992,1.7801091647142853e-07
559.998,1.778135360714285e-07
570.0,1.899007378142857e-07
579.995,1.9438968507142863e-07
589.986,2.0064705742857147e-07
599.97,2.0872421549999997e-07
610.028,2.129824289142857e-07
620.001,2.104068176571429e-07
629.968,2.0790442587142862e-07
640.008,2.067895530999999e-07
649.963,2.0414489068571434e-07
659.991,1.9931196019999993e-07
670.012,1.949237262714285e-07
680.026,1.935711774999999e-07
690.032,2.1932676157142854e-07
700.032,2.3265141111428573e-07
710.026,2.452682155857143e-07
720.012,2.484526086e-07
729.991,2.4417864117142867e-07
739.964,2.3603635955714292e-07
750.007,2.3138573758571431e-07
759.965,2.2443916067142863e-07
769.994,2.0972320544285713e-07
780.015,1.6037408507142856e-07
790.028,8.172234111571432e-08
800.034,3.0532165401428575e-08
810.032,1.0463181907571423e-08
820.021,3.7066790200000013e-09
830.003,1.7299138131428571e-09
839.976,1.123282854157143e-09
850.019,9.299223383571435e-10
