Wavelength (nm),Power (W)
350.005,1.7062823616300008e-07
360.018,1.7689293330399998e-07
370.028,1.8159502495e-07
380.034,1.8355937484100008e-07
390.036,1.9312875756599996e-07
400.035,2.096892005270001e-07
410.031,2.3231893459000006e-07
420.022,2.5904574845000014e-07
430.009,2.6207840291e-07
439.993,2.9801281531000003e-07
449.972,3.325087183299999e-07
460.026,3.6852147434999986e-07
469.997,4.193439281600002e-07
479.963,4.605196462900002e-07
490.005,4.865080562000001e-07
499.962,5.155289624299996e-07
509.993,5.399449230700002e-07
520.02,5.571723180500004e-07
529.963,5.794515896799999e-07
539.98,5.989655806899998e-07
549.992,6.2384303155e-07
559.998,6.046594531100002e-07
570.0,6.230429997599998e-07
579.995,6.238710954600001e-07
589.986,6.250247906900004e-07
599.97,6.271770439899998e-07
610.028,6.174771584399999e-07
620.001,6.103273716000002e-07
629.968,6.2200710168e-07
640.008,6.209243116400001e-07
649.963,6.151302383000001e-07
659.991,5.9902819846e-07
670.012,5.754567862999999e-07
680.026,5.551571322700005e-07
690.032,6.0327848926e-07
700.032,6.298032500099999e-07
710.026,6.455726256199999e-07
720.012,6.508774589399998e-07
729.991,6.505571645299999e-07
739.964,6.447048551200003e-07
750.007,6.339771019199999e-07
759.965,6.227134332499998e-07
769.994,6.001272123600001e-07
780.015,5.703179042099997e-07
790.028,5.578791746699999e-07
800.034,5.384089978000002e-07
810.032,5.0316363981e-07
820.021,4.859402673500005e-07
830.003,4.9648855963e-07
839.976,4.970799270099998e-07
850.019,5.040885024099997e-07
