Wavelength (nm),Current (A)
350.005,2.5478257388571428e-09
360.018,3.5593048568571434e-09
370.028,4.981982296285713e-09
380.034,7.474867486428573e-09
390.036,1.2472034377e-08
400.035,2.0325411124285714e-08
410.031,2.8981387092857152e-08
420.022,3.780558539857146e-08
430.009,4.764478224285715e-08
439.993,6.093904467285715e-08
449.972,6.96787788271429e-08
460.026,7.974494228571428e-08
469.997,9.554021121857142e-08
479.963,1.1424931245571426e-07
490.005,1.255741763314286e-07
499.962,1.3095572745000003e-07
509.993,1.3887511722714282e-07
520.02,1.5322295867142862e-07
529.963,1.7752497821428565e-07
539.98,1.918457863285714e-07
549.992,1.915391846857143e-07
559.998,1.7929247604285721e-07
570.0,1.9072667811428572e-07
579.995,2.0419992301428574e-07
589.986,2.228864543285714e-07
599.97,2.3787780041428572e-07
610.028,2.4064168977142864e-07
620.001,2.3113683715714293e-07
629.968,2.2104347258571425e-07
640.008,2.1594215641428572e-07
649.963,2.1671321012857146e-07
659.991,2.1964441888571428e-07
670.012,2.2194769887142857e-07
680.026,2.246292579e-07
690.032,2.5058027985714283e-07
700.032,2.665676426428572e-07
710.026,2.708547734714285e-07
720.012,2.6837268690000005e-07
729.991,2.6636587898571426e-07
739.964,2.623104107428571e-07
750.007,2.4776206395714295e-07
759.965,2.4196001121428564e-07
769.994,2.2996760445714284e-07
780.015,1.7548231685714289e-07
790.028,8.845417739285715e-08
800.034,3.3298826341428575e-08
810.032,1.0695634753714285e-08
820.021,3.844889134714286e-09
830.003,1.7829528805714283e-09
839.976,1.1787503259428568e-09
850.019,9.961238590142864e-10
