Wavelength (nm),Current (A)
350.016,5.379220105e-09
360.032,9.702880448e-09
369.964,1.5564805958499993e-08
379.973,2.2313203022499995e-08
389.978,3.814080327949999e-08
399.98,5.6110747665000016e-08
409.978,7.590618799000001e-08
419.972,1.0538036725999996e-07
429.962,1.1006146297500003e-07
440.028,1.314090928e-07
450.01,1.6266530417999998e-07
459.987,1.7484564099499994e-07
469.961,1.935968259400001e-07
480.009,2.2971558070000002e-07
489.973,2.4978869816499996e-07
500.013,2.5188008616e-07
509.968,2.7497479221500015e-07
519.997,3.1084810185999996e-07
530.022,3.291736449999999e-07
539.962,3.217921233249999e-07
549.977,3.2400442859500016e-07
559.986,3.5511129998999994e-07
569.99,3.9365923284500003e-07
579.989,3.9424910734999996e-07
589.982,3.8476872966500013e-07
599.969,3.8733820675499983e-07
610.03,4.023567497149999e-07
620.005,4.148524639500001e-07
629.975,4.136800048049998e-07
640.018,3.9690697951500013e-07
649.976,3.73536083435e-07
660.006,3.5379105326000005e-07
670.03,3.4427896545e-07
679.968,3.453557235999999e-07
690.022,3.9046949602000014e-07
700.02,4.192383734949998e-07
710.01,4.240567695850001e-07
719.994,4.09141476375e-07
729.971,3.899543306599998e-07
740.02,3.7704324530499995e-07
749.982,3.740936615399999e-07
760.016,3.7401876495499987e-07
769.964,3.58606888765e-07
779.982,2.7513663886000006e-07
789.993,1.3553397558499999e-07
799.996,4.8026918925500026e-08
809.991,1.4807537517000002e-08
819.979,4.75626261645e-09
830.036,1.7546661004499998e-09
840.007,8.795454915999995e-10
849.969,6.098354316e-10
