Wavelength (nm),Current (A)
350.005,1.1592465356666665e-08
360.018,1.846323614888889e-08
370.028,2.6960523782222224e-08
380.034,4.5366154197777786e-08
390.036,8.047216799999997e-08
400.035,1.2508683884444448e-07
410.031,1.7713458287777775e-07
420.022,2.3540349324444447e-07
430.009,2.7266463545555564e-07
439.993,3.357493837888889e-07
449.972,3.9870625393333323e-07
460.026,4.6964190743333316e-07
469.997,5.322945652666662e-07
479.963,5.954230790333333e-07
490.005,6.516382625222222e-07
499.962,7.052507521777775e-07
509.993,7.493637471555555e-07
520.02,7.862939537444441e-07
529.963,8.283917665111108e-07
539.98,8.528324773444443e-07
549.992,8.740509790888887e-07
559.998,8.847267314777778e-07
570.0,9.145566214000002e-07
579.995,9.288883447444443e-07
589.986,9.503295765333333e-07
599.97,9.647637976444444e-07
610.028,9.530747174777779e-07
620.001,9.258747710333337e-07
629.968,9.113472148777781e-07
640.008,9.110694667333334e-07
649.963,9.047767421222222e-07
659.991,8.761805390999998e-07
670.012,8.350436030000001e-07
680.026,7.97562976877778e-07
690.032,8.834976529888893e-07
700.032,9.30560748322222e-07
710.026,9.603563419777772e-07
720.012,9.695819944555552e-07
729.991,9.654961474333332e-07
739.964,9.56472475777778e-07
750.007,9.449813922e-07
759.965,9.249874353111112e-07
769.994,8.910467142555553e-07
780.015,8.458235676999997e-07
790.028,8.230348231555553e-07
800.034,7.981024969777778e-07
810.032,7.763429058888891e-07
820.021,7.453918403555556e-07
830.003,7.342422564666665e-07
839.976,7.300873242111113e-07
850.019,7.389210372222223e-07
