Wavelength (nm),Power (W)
350.005,1.4058196804399997e-07
360.018,1.5483554619799998e-07
370.028,1.6959911029099993e-07
380.034,1.9204789444799992e-07
390.036,2.3827991002e-07
400.035,2.922928826000001e-07
410.031,3.516536006400002e-07
420.022,4.150549604200003e-07
430.009,4.4890845386999984e-07
439.993,5.116263173300003e-07
449.972,5.689866229299998e-07
460.026,6.310243358299997e-07
469.997,6.827798599900003e-07
479.963,7.314593980800001e-07
490.005,7.689768921600002e-07
499.962,8.044627844699997e-07
509.993,8.270494347499999e-07
520.02,8.3998244521e-07
529.963,8.597429894000002e-07
539.98,8.612030875899997e-07
549.992,8.486757315400001e-07
559.998,8.485919260799998e-07
570.0,8.478760355699998e-07
579.995,8.444418411700006e-07
589.986,8.478978460999996e-07
599.97,8.467176184499995e-07
610.028,8.188720073500003e-07
620.001,7.841543220199999e-07
629.968,7.6091020306e-07
640.008,7.452633278100002e-07
649.963,7.2770678343e-07
659.991,6.9721388541e-07
670.012,6.592266999899998e-07
680.026,6.220069606000004e-07
690.032,6.853753145799998e-07
700.032,7.079917901500002e-07
710.026,7.174129126699999e-07
720.012,7.150467709600004e-07
729.991,7.040926569700005e-07
739.964,6.877300225600002e-07
750.007,6.684236552900003e-07
759.965,6.4687676141e-07
769.994,6.1702583794e-07
780.015,5.803696242000001e-07
790.028,5.593966760100001e-07
800.034,5.383953722800001e-07
810.032,5.094194311800001e-07
820.021,4.9449233925e-07
830.003,4.843763711599997e-07
839.976,4.768986242299999e-07
850.019,4.771367599900001e-07
