Wavelength (nm),Power (W)
350.005,2.15985928582e-07
360.018,2.6970708096000014e-07
370.028,3.231521007199999e-07
380.034,4.151502195000001e-07
390.036,5.8753524993e-07
400.035,7.869950211800001e-07
410.031,9.958731923099997e-07
420.022,1.2150115748300002e-06
430.009,1.3193595879499998e-06
439.993,1.5420002790599997e-06
449.972,1.7413909650700004e-06
460.026,1.96038663909e-06
469.997,2.1444781536900005e-06
479.963,2.310471948370001e-06
490.005,2.43695828562e-06
499.962,2.5515127239999996e-06
509.993,2.6250557176000016e-06
520.02,2.6644201505000013e-06
529.963,2.721837798999998e-06
539.98,2.7239851993999993e-06
549.992,2.7176093868999983e-06
559.998,2.685755120499999e-06
570.0,2.6989055995e-06
579.995,2.6778632156000003e-06
589.986,2.804873201999999e-06
599.97,2.792461510800001e-06
610.028,2.6996503423000024e-06
620.001,2.58623386742e-06
629.968,2.5070297308500005e-06
640.008,2.457655420620001e-06
649.963,2.3997701844699997e-06
659.991,2.293504532229999e-06
670.012,2.1676214390199986e-06
680.026,2.044433331809999e-06
690.032,2.322614686859999e-06
700.032,2.403481542820001e-06
710.026,2.4473072206199995e-06
720.012,2.4419692009300013e-06
729.991,2.404742099100001e-06
739.964,2.3524866297000003e-06
750.007,2.289117135520001e-06
759.965,2.217718522610001e-06
769.994,2.1104044936700004e-06
780.015,1.981016272500001e-06
790.028,1.9060291262700003e-06
800.034,1.8328112775099998e-06
810.032,1.7638622723699993e-06
820.021,1.6763699515699995e-06
830.003,1.6375905744699998e-06
839.976,1.6144486926500008e-06
850.019,1.6178823028299997e-06
