Wavelength (nm),Current (A)
350.005,1.1591491872567566e-08
360.018,1.8215719516216215e-08
370.028,2.6426923906756748e-08
380.034,4.402182155405405e-08
390.036,7.749099684054055e-08
400.035,1.2040103546891888e-07
410.031,1.7003080116216217e-07
420.022,2.2507847452702697e-07
430.009,2.5962218189189183e-07
439.993,3.192581872567567e-07
449.972,3.7814932470270273e-07
460.026,4.449270118378377e-07
469.997,5.038703183918918e-07
479.963,5.637106063513511e-07
490.005,6.18002189743243e-07
499.962,6.709926095810808e-07
509.993,7.126838354999999e-07
520.02,7.478190099864867e-07
529.963,7.880692591216221e-07
539.98,8.113424868243239e-07
549.992,8.318554716756756e-07
559.998,8.437991702162162e-07
570.0,8.738366165405401e-07
579.995,8.876319157297294e-07
589.986,9.073621382027028e-07
599.97,9.25360165364865e-07
610.028,9.151716998783782e-07
620.001,8.904074508243243e-07
629.968,8.774460805270271e-07
640.008,8.784406242567569e-07
649.963,8.728122156351349e-07
659.991,8.461044994594596e-07
670.012,8.071577909324326e-07
680.026,7.712095337297298e-07
690.032,8.850717717837838e-07
700.032,9.316646285810807e-07
710.026,9.627169596081086e-07
720.012,9.74336421756756e-07
729.991,9.721079304054054e-07
739.964,9.638480759864863e-07
750.007,9.543425688783788e-07
759.965,9.348909667972971e-07
769.994,9.015738357837832e-07
780.015,8.56370602337838e-07
790.028,8.339361358378373e-07
800.034,8.091919247432433e-07
810.032,7.873311570135137e-07
820.021,7.561422495945947e-07
830.003,7.454667574324327e-07
839.976,7.416683924864864e-07
850.019,7.512941192432435e-07
