Wavelength (nm),Current (A)
350.005,9.516635225666666e-09
360.018,1.4938814731111114e-08
370.028,2.168464137e-08
380.034,3.605401752222222e-08
390.036,6.349062847666665e-08
400.035,9.849879716222221e-08
410.031,1.3925440226666668e-07
420.022,1.8424274295555556e-07
430.009,2.1244344642222226e-07
439.993,2.6133875341111116e-07
449.972,3.09658675688889e-07
460.026,3.640788872555555e-07
469.997,4.121665614999997e-07
479.963,4.6187506041111107e-07
490.005,5.072915246444443e-07
499.962,5.505531522444444e-07
509.993,5.837826946444443e-07
520.02,6.117382356444446e-07
529.963,6.446154753111113e-07
539.98,6.649532365666664e-07
549.992,6.843874910111112e-07
559.998,6.936121956222222e-07
570.0,7.19056705411111e-07
579.995,7.296413097888889e-07
589.986,7.473767619111109e-07
599.97,7.583958938111113e-07
610.028,7.507302612666666e-07
620.001,7.304561307222223e-07
629.968,7.208971870666667e-07
640.008,7.206360737222226e-07
649.963,7.156241596666665e-07
659.991,6.937328820666663e-07
670.012,6.619385745777777e-07
680.026,6.33066435911111e-07
690.032,7.281891806444442e-07
700.032,7.669557889666672e-07
710.026,7.921136993666667e-07
720.012,7.997298197888887e-07
729.991,7.99005593244444e-07
739.964,7.927477142444445e-07
750.007,7.835793240777778e-07
759.965,7.678492969666664e-07
769.994,7.402342371888887e-07
780.015,7.024016894e-07
790.028,6.838220299444447e-07
800.034,6.636691712666665e-07
810.032,6.475219026888888e-07
820.021,6.215239174888891e-07
830.003,6.124310133333331e-07
839.976,6.107441812e-07
850.019,6.190197069777778e-07
