Wavelength (nm),Current (A)
350.005,3.137745214333333e-09
360.018,4.664243611666664e-09
370.028,6.575537541777776e-09
380.034,1.070383232711111e-08
390.036,1.8567318382222223e-08
400.035,2.8544810292222215e-08
410.031,4.021261192666666e-08
420.022,5.3276150965555556e-08
430.009,6.161618564444445e-08
439.993,7.572521973000002e-08
449.972,8.98406256022222e-08
460.026,1.0565540612000002e-07
469.997,1.1959935977777772e-07
479.963,1.337406489444445e-07
490.005,1.467117447333333e-07
499.962,1.5874608765555555e-07
509.993,1.684789503222222e-07
520.02,1.7655701637777772e-07
529.963,1.8558398447777764e-07
539.98,1.9069248951111106e-07
549.992,1.928069229444444e-07
559.998,1.9784429624444447e-07
570.0,2.0307186149999998e-07
579.995,2.0611287222222224e-07
589.986,2.1167648457777775e-07
599.97,2.1586824636666667e-07
610.028,2.1368754647777782e-07
620.001,2.0789568172222217e-07
629.968,2.046184036444445e-07
640.008,2.0450410825555554e-07
649.963,2.029051118111111e-07
659.991,1.9614015430000005e-07
670.012,1.868257592666666e-07
680.026,1.7848946157777773e-07
690.032,2.0347261664444442e-07
700.032,2.1219491674444446e-07
710.026,2.189575675999999e-07
720.012,2.2145142441111114e-07
729.991,2.2094553338888894e-07
739.964,2.1889219596666663e-07
750.007,2.159102419555556e-07
759.965,2.1132879654444446e-07
769.994,2.034626123e-07
780.015,1.9321947878888886e-07
790.028,1.8798301415555566e-07
800.034,1.8233014807777777e-07
810.032,1.7768101779999993e-07
820.021,1.707855216444444e-07
830.003,1.684311855888888e-07
839.976,1.6759086684444452e-07
850.019,1.697241233555555e-07
