Wavelength (nm),Power (W)
350.005,2.338749016199998e-07
360.018,3.0100414634000026e-07
370.028,3.694292772099998e-07
380.034,4.946686748300001e-07
390.036,7.197347445700002e-07
400.035,9.798461854599997e-07
410.031,1.2601715422600003e-06
420.022,1.5611072273799991e-06
430.009,1.68646107018e-06
439.993,1.9862727280899995e-06
449.972,2.253996406849999e-06
460.026,2.522425117600001e-06
469.997,2.7393900779e-06
479.963,2.9343299136000026e-06
490.005,3.071586562200002e-06
499.962,3.1842035799000025e-06
509.993,3.4319563812999983e-06
520.02,3.493548640799999e-06
529.963,3.5850780863e-06
539.98,3.5990841336999994e-06
549.992,3.5990907745e-06
559.998,3.569864224100001e-06
570.0,3.603143251900001e-06
579.995,3.577860386399999e-06
589.986,3.5824320513000005e-06
599.97,3.5662224211000013e-06
610.028,3.4513496200000024e-06
620.001,3.291271481700001e-06
629.968,3.1911483985000004e-06
640.008,3.125975362700001e-06
649.963,3.047009742200002e-06
659.991,2.9067081569000017e-06
670.012,2.7477702002999992e-06
680.026,2.58460498518e-06
690.032,2.8271005565000018e-06
700.032,2.9194307030000017e-06
710.026,2.9686432522000014e-06
720.012,2.9616568150999987e-06
729.991,2.9150827121999995e-06
739.964,2.847100184100001e-06
750.007,2.7682114617e-06
759.965,2.6790073030999995e-06
769.994,2.5557317534400004e-06
780.015,2.391152397730002e-06
790.028,2.30293800061e-06
800.034,2.214277596660002e-06
810.032,2.1153080268e-06
820.021,2.0164963330600002e-06
830.003,1.97251834165e-06
839.976,1.94228898974e-06
850.019,1.9436086661999987e-06
