Wavelength (nm),Current (A)
349.973,3.410999341111111e-09
359.99,5.225177289666665e-09
370.003,7.552591846888886e-09
380.013,1.2178517497777774e-08
390.019,2.134534507e-08
400.022,3.413533314333333e-08
410.021,4.998329634111107e-08
420.016,6.910212677111108e-08
430.007,8.287979292888887e-08
439.994,1.0525501007666668e-07
449.977,1.2987562724444443e-07
460.035,1.566629086444444e-07
470.01,1.8461028277777781e-07
479.98,2.1187259813333337e-07
490.025,2.3916388405555555e-07
499.985,2.6560137852222225e-07
510.021,2.9092149513333335e-07
519.972,3.1180675823333336e-07
529.998,3.353724431555555e-07
540.019,3.5498542866666667e-07
550.034,3.6777313685555554e-07
559.965,3.836682241999999e-07
569.97,4.0464011979999987e-07
579.97,4.1500595597777793e-07
589.964,4.326367237555557e-07
600.032,4.4933819773333333e-07
610.014,4.5317739693333344e-07
619.991,4.4631394437777774e-07
629.962,4.419823755111114e-07
640.006,4.4498416313333343e-07
649.964,4.465758911777776e-07
659.996,4.3857023548888894e-07
670.021,4.224272500444444e-07
680.039,4.064222076111112e-07
690.015,4.370197081444444e-07
700.014,4.6624888148888894e-07
710.006,4.883925045888891e-07
719.99,5.014320706888889e-07
729.968,5.064705223111111e-07
740.018,5.079761059333332e-07
749.981,5.072951210777776e-07
760.016,5.036160675666665e-07
769.965,4.933878008222221e-07
779.985,4.7033474865555556e-07
789.997,4.512472152666666e-07
800.001,4.386864254444444e-07
809.997,4.367274815888888e-07
819.985,4.2473020599999997e-07
829.966,4.2238400144444455e-07
840.015,4.2693484514444445e-07
849.979,4.3957054344444435e-07
