Wavelength (nm),Current (A)
349.973,3.243760016950001e-09
359.99,6.143957720000004e-09
370.003,9.722526174999998e-09
380.013,1.6096511832e-08
390.019,2.8071005975999995e-08
400.022,4.434401229799998e-08
410.021,6.531326425999997e-08
420.016,8.975789915500001e-08
430.007,1.1774845028e-07
439.994,1.3804701315999998e-07
449.977,1.463761583749999e-07
460.035,1.48759202355e-07
470.01,1.3931309258000003e-07
479.98,1.4955830703499995e-07
490.025,1.4726902163e-07
499.985,1.220081739450001e-07
510.021,1.2148956393499995e-07
519.972,1.0796183883500006e-07
529.998,1.1095222698999998e-07
540.019,1.0921857153499998e-07
550.034,1.0012998101e-07
559.965,1.0219266124499996e-07
569.97,1.0473131227000002e-07
579.97,9.683120248999998e-08
589.964,9.597990490499998e-08
600.032,1.0242999491e-07
610.014,9.984085204999998e-08
619.991,8.979553716499997e-08
629.962,8.5570867825e-08
640.006,8.894973615499998e-08
649.964,9.0020105205e-08
659.996,8.293351559499997e-08
670.021,7.502797280500002e-08
680.039,7.247022264000001e-08
690.015,8.5463906585e-08
700.014,9.134121591000002e-08
710.006,9.038335532499994e-08
719.99,8.604306075499996e-08
729.968,8.395607137500002e-08
740.018,8.531802610499996e-08
749.981,8.6660547565e-08
760.016,8.305586795e-08
769.965,7.087843870499997e-08
779.985,4.66884116605e-08
789.997,2.2689194934500002e-08
800.001,9.786106211500002e-09
809.997,3.7716140163e-09
819.985,1.5241252894000003e-09
829.966,7.674620109500002e-10
840.015,5.401105794449999e-10
849.979,5.0582175377e-10
