Wavelength (nm),Power (W)
349.973,6.4941833294e-08
359.99,8.498578622800004e-08
370.003,1.0769876111700006e-07
380.013,1.4715862860499993e-07
390.019,2.1485854013000016e-07
400.022,2.9814160525499995e-07
410.021,3.9125977522499985e-07
420.016,4.941491069049995e-07
430.007,5.48940499105e-07
439.994,6.456509615249998e-07
449.977,7.416853284500004e-07
460.035,8.391456091849996e-07
470.01,9.256635458999997e-07
479.98,1.0064442324500004e-06
490.025,1.0748509615399991e-06
499.985,1.1359186945849998e-06
510.021,1.1817749644550006e-06
519.972,1.2152686530500005e-06
529.998,1.2504868704e-06
540.019,1.259651653850001e-06
550.034,1.2498007154000003e-06
559.965,1.2699379804999991e-06
569.97,1.2853603312499999e-06
579.97,1.2795105504500002e-06
589.964,1.2911229335500004e-06
600.032,1.2922888821000003e-06
610.014,1.2646966904999995e-06
619.991,1.21828331175e-06
629.962,1.1835105539500004e-06
640.006,1.1609055255999998e-06
649.964,1.1405473113499999e-06
659.996,1.0998185203850003e-06
670.021,1.0476386098350005e-06
680.039,9.929273304949996e-07
690.015,1.0721575403249998e-06
700.014,1.1501436857549998e-06
710.006,1.1799389023749993e-06
719.99,1.1875722449949996e-06
729.968,1.1775267147400009e-06
740.018,1.1583922636850008e-06
749.981,1.1373604102149997e-06
760.016,1.1070672060949998e-06
769.965,1.0679745213500001e-06
779.985,1.0026040662700003e-06
789.997,9.514999824000002e-07
800.001,9.161658471299997e-07
809.997,9.004018580300002e-07
819.985,8.635877055700007e-07
829.966,8.517726490049993e-07
840.015,8.462136924650004e-07
849.979,8.622764810849998e-07
