Wavelength (nm),Current (A)
349.973,1.3891887236600003e-09
359.99,2.3842871872999997e-09
370.003,2.4828710791500008e-09
380.013,3.558411457550001e-09
390.019,7.937558797000001e-09
400.022,1.2309622448e-08
410.021,1.8441569363999994e-08
420.016,3.459932384349999e-08
430.007,8.802124071999999e-08
439.994,1.0069018269000002e-07
449.977,1.1534743200500003e-07
460.035,1.4342012640000004e-07
470.01,1.6749833235e-07
479.98,1.7556801364500002e-07
490.025,1.8358702121000005e-07
499.985,2.0672876597000002e-07
510.021,2.35860173195e-07
519.972,2.4989475775500003e-07
529.998,2.510876481450001e-07
540.019,2.5050525522e-07
550.034,2.60860462165e-07
559.965,2.8869489954499985e-07
569.97,3.140130965400002e-07
579.97,3.1877255269500004e-07
589.964,3.1584850571000005e-07
600.032,3.10991928585e-07
610.014,3.0695332953999985e-07
619.991,3.093030395250001e-07
629.962,3.19184013355e-07
640.006,3.2976175665499996e-07
649.964,3.2799472760999994e-07
659.996,3.088258387899999e-07
670.021,2.826919236000001e-07
680.039,2.6271131918e-07
690.015,2.9146010968499995e-07
700.014,3.1635091327e-07
710.006,3.4215552258000004e-07
719.99,3.6114668844e-07
729.968,3.685348336649999e-07
740.018,3.6338836167499993e-07
749.981,3.4845112940500006e-07
760.016,3.255364303699999e-07
769.965,2.891739227500001e-07
779.985,2.0393542884999997e-07
789.997,9.472315639499998e-08
800.001,3.464287755449999e-08
809.997,1.1186440641499997e-08
819.985,3.8400086288499995e-09
829.966,1.5117700641999997e-09
840.015,8.070655224999998e-10
849.979,5.968168952499998e-10
