Wavelength (nm),Current (A)
349.973,1.1814993555599994e-09
359.99,2.3463615042e-09
370.003,3.9748793515000015e-09
380.013,7.416870995499999e-09
390.019,1.3535519665999997e-08
400.022,2.0822235233000005e-08
410.021,2.867042247200001e-08
420.016,4.18121638975e-08
430.007,5.062771306100001e-08
439.994,6.241660789e-08
449.977,7.284027972000003e-08
460.035,9.174270507999996e-08
470.01,1.0889906465500001e-07
479.98,1.1392070696000003e-07
490.025,1.1902496730000003e-07
499.985,1.53243815805e-07
510.021,1.79910050255e-07
519.972,1.8959107958e-07
529.998,1.868425309649999e-07
540.019,1.9623424398e-07
550.034,2.08647298335e-07
559.965,2.393465239849999e-07
569.97,2.636765219899999e-07
579.97,2.629412396e-07
589.964,2.5359985089e-07
600.032,2.6199429391499986e-07
610.014,2.5537949988999995e-07
619.991,2.591868424449999e-07
629.962,2.70866011375e-07
640.006,2.9058842086500015e-07
649.964,2.8444236804000006e-07
659.996,2.6523057912000015e-07
670.021,2.4224070286000016e-07
680.039,2.303389775599999e-07
690.015,2.9392059423500004e-07
700.014,3.226312818599999e-07
710.006,3.4582283687999987e-07
719.99,3.619197845249999e-07
729.968,3.5707410761499984e-07
740.018,3.5458440043e-07
749.981,3.371149458749999e-07
760.016,2.954751832300001e-07
769.965,2.5634897372500003e-07
779.985,1.7525238154500002e-07
789.997,8.555766784000002e-08
800.001,3.08704913895e-08
809.997,1.0207090191000003e-08
819.985,3.3932498984500004e-09
829.966,1.7049716062500006e-09
840.015,8.727181512500001e-10
849.979,6.20718116375e-10
