Wavelength (nm),Current (A)
349.973,3.225802068949999e-09
359.99,5.851103412999998e-09
370.003,9.910835388499998e-09
380.013,1.57703421155e-08
390.019,2.6393473480500002e-08
400.022,4.410330755049999e-08
410.021,6.143807701499997e-08
420.016,8.011278428999999e-08
430.007,9.801726079000002e-08
439.994,1.2010626839499997e-07
449.977,1.3219830882000003e-07
460.035,1.5405939920999996e-07
470.01,1.853803983650001e-07
479.98,2.0653596660499995e-07
490.025,2.1124297042e-07
499.985,2.2264335369499993e-07
510.021,2.4264111758e-07
519.972,2.7542112519000004e-07
529.998,2.887664914199998e-07
540.019,2.8306946898000006e-07
550.034,2.788171975449999e-07
559.965,2.9733744811499996e-07
569.97,3.262638621599999e-07
579.97,3.4556521318000026e-07
589.964,3.53094470515e-07
600.032,3.457492992750001e-07
610.014,3.299613661700001e-07
619.991,3.1970916821000006e-07
629.962,3.2380841157500005e-07
640.006,3.3838354180499997e-07
649.964,3.4701199672e-07
659.996,3.3574693511499994e-07
670.021,3.08456132405e-07
680.039,2.4200160169000003e-07
690.015,3.0852414679000007e-07
700.014,3.0340630815999985e-07
710.006,3.1981787060499997e-07
719.99,3.5384410307499995e-07
729.968,3.7461388182000004e-07
740.018,3.78381366955e-07
749.981,3.720241682249999e-07
760.016,3.5385341619999984e-07
769.965,3.161082661099999e-07
779.985,2.2248226401999998e-07
789.997,7.717292819499996e-08
800.001,2.8285398192499976e-08
809.997,7.726718661999994e-09
819.985,2.614676523100001e-09
829.966,1.27717501864e-09
840.015,7.813146696999999e-10
849.979,5.333938924115e-10
