Wavelength (nm),Current (A)
349.973,3.1282797132500005e-09
359.99,5.8487413690000006e-09
370.003,9.229012739499997e-09
380.013,1.5208501731500003e-08
390.019,2.6585947641e-08
400.022,4.1739174223499976e-08
410.021,6.207412625499998e-08
420.016,8.489204685999999e-08
430.007,9.780514436500001e-08
439.994,1.1984648407999997e-07
449.977,1.4009544039499996e-07
460.035,1.646106039e-07
470.01,1.839777932449999e-07
479.98,2.0532329578500004e-07
490.025,2.2554580090499998e-07
499.985,2.410457367750001e-07
510.021,2.6495091628000007e-07
519.972,2.7235057353e-07
529.998,2.953666217099999e-07
540.019,3.115930449950001e-07
550.034,3.1023704577499997e-07
559.965,3.3476810737499995e-07
569.97,3.5350208546e-07
579.97,3.518540706399999e-07
589.964,3.7488536192499973e-07
600.032,3.9635978579e-07
610.014,3.8373270510000005e-07
619.991,3.7032931826499984e-07
629.962,3.7758774878e-07
640.006,3.800407633450001e-07
649.964,3.6595694182500024e-07
659.996,3.5539818932999987e-07
670.021,3.5506452414999996e-07
680.039,3.4683373380000004e-07
690.015,3.77425241935e-07
700.014,3.916968631649999e-07
710.006,4.1657060408500007e-07
719.99,4.365547425499997e-07
729.968,4.335222842650002e-07
740.018,4.109077260350001e-07
749.981,3.9094191789999993e-07
760.016,3.826656715749999e-07
769.965,3.6199162361e-07
779.985,2.6153752064500003e-07
789.997,1.1896644019499994e-07
800.001,4.145267519950001e-08
809.997,1.2967842118499997e-08
819.985,4.429433708250001e-09
829.966,1.7614396748999994e-09
840.015,8.661097490500001e-10
849.979,6.367555689000001e-10
