Wavelength (nm),Current (A)
349.973,3.43992118305e-09
359.99,6.597000860499999e-09
370.003,1.0437628646499993e-08
380.013,1.7140746913500003e-08
390.019,2.95500587575e-08
400.022,4.63635979625e-08
410.021,6.772070521500002e-08
420.016,9.197958737499998e-08
430.007,1.0615719339000003e-07
439.994,1.2921870470500005e-07
449.977,1.5270229112500002e-07
460.035,1.7749991784000004e-07
470.01,2.0049186013999995e-07
479.98,2.2207235930000007e-07
490.025,2.4250538370500003e-07
499.985,2.6280025862e-07
510.021,2.817995705249999e-07
519.972,2.9780645536500005e-07
529.998,3.175478265200001e-07
540.019,3.3167442461000005e-07
550.034,3.3918310163499987e-07
559.965,3.5487115094499987e-07
569.97,3.6999306960500017e-07
579.97,3.7974693869999994e-07
589.964,3.960845670599998e-07
600.032,4.0835144352999976e-07
610.014,4.0681715938000016e-07
619.991,3.9658083080500006e-07
629.962,3.8931589386e-07
640.006,3.894035303500001e-07
649.964,3.891898686699999e-07
659.996,3.8017055891499983e-07
670.021,3.6459283733499987e-07
680.039,3.500264253700001e-07
690.015,3.931453504350001e-07
700.014,4.179508044750001e-07
710.006,4.3382926917999996e-07
719.99,4.3938266299499994e-07
729.968,4.3614337465499967e-07
740.018,4.2815831349999996e-07
749.981,4.162806532300001e-07
760.016,3.993995208599999e-07
769.965,3.62018030885e-07
779.985,2.536104118700001e-07
789.997,1.1615611932999995e-07
800.001,4.269639453800002e-08
809.997,1.3863842462000003e-08
819.985,4.641558987249999e-09
829.966,1.7648095519499994e-09
840.015,8.852597956000001e-10
849.979,6.207526264499999e-10
