Wavelength (nm),Current (A)
349.973,2.5192645399785005e-09
359.99,5.719369553499999e-09
370.003,9.326530891500002e-09
380.013,1.602082170849999e-08
390.019,2.5546078687999994e-08
400.022,4.117054564150001e-08
410.021,6.348438153499999e-08
420.016,8.056868148500003e-08
430.007,9.008642449500001e-08
439.994,1.1776537871e-07
449.977,1.4257975337499996e-07
460.035,1.5447982036000001e-07
470.01,1.69078743445e-07
479.98,1.980470584800001e-07
490.025,2.2789421915499995e-07
499.985,2.4035503265500014e-07
510.021,2.4061236068999983e-07
519.972,2.487092695099999e-07
529.998,2.759491434300001e-07
540.019,3.036388432749999e-07
550.034,3.1306152774499984e-07
559.965,3.1254381749499985e-07
569.97,3.0795555304500003e-07
579.97,3.0931596826000005e-07
589.964,3.30748184435e-07
600.032,3.59166071865e-07
610.014,3.6547738953999993e-07
619.991,3.6170746613e-07
629.962,3.4200004908999983e-07
640.006,3.1777213980000006e-07
649.964,3.1039843318e-07
659.996,3.0050553846499996e-07
670.021,1.8954302418000006e-07
680.039,2.9416181181999993e-07
690.015,3.426623027149999e-07
700.014,3.7123632214e-07
710.006,3.839540932299998e-07
719.99,3.78968122725e-07
729.968,3.6288919495499987e-07
740.018,3.449517874450001e-07
749.981,3.30526582025e-07
760.016,3.187690928249998e-07
769.965,2.9758068513000007e-07
779.985,2.2127650617e-07
789.997,1.0610587595499998e-07
800.001,3.8670786417999993e-08
809.997,1.2319182549e-08
819.985,4.068666094449999e-09
829.966,1.5569232593000001e-09
840.015,8.045091002e-10
849.979,5.771959356999995e-10
