Wavelength (nm),Power (W)
349.973,6.560145379200001e-08
359.99,8.581145465050004e-08
370.003,1.0899728717600004e-07
380.013,1.4889884269499995e-07
390.019,2.1715444844999994e-07
400.022,3.010843116150002e-07
410.021,3.95653811865e-07
420.016,4.978850702800002e-07
430.007,5.509431061199998e-07
439.994,6.507272812149999e-07
449.977,7.459191965600003e-07
460.035,8.434868203549998e-07
470.01,9.313770157650001e-07
479.98,1.0137951255349995e-06
490.025,1.0813464363550004e-06
499.985,1.1446768306500002e-06
510.021,1.1887631333100004e-06
519.972,1.2202599301999998e-06
529.998,1.2555463412499998e-06
540.019,1.2664401211999993e-06
550.034,1.2570420806000006e-06
559.965,1.2768838002000003e-06
569.97,1.2916439510999994e-06
579.97,1.2864076592500005e-06
589.964,1.2964606106500006e-06
600.032,1.3452996414000002e-06
610.014,1.3125661540000015e-06
619.991,1.2587446400499998e-06
629.962,1.218751945685e-06
640.006,1.19649366518e-06
649.964,1.1752917546999996e-06
659.996,1.1281604520599997e-06
670.021,1.0682445186150009e-06
680.039,1.0106609578299996e-06
690.015,1.076948534085e-06
700.014,1.1560466160850007e-06
710.006,1.1865036212549998e-06
719.99,1.1937203065349992e-06
729.968,1.1844475202600004e-06
740.018,1.1633597976650002e-06
749.981,1.1453339734799998e-06
760.016,1.1127836413299996e-06
769.965,1.0743995778100001e-06
779.985,1.0053383388400001e-06
789.997,9.56872521355e-07
800.001,9.207137370749997e-07
809.997,9.044270720349993e-07
819.985,8.695106777950005e-07
829.966,8.5702045798e-07
840.015,8.539078690650002e-07
849.979,8.67431610625001e-07
