Wavelength (nm),Current (A)
349.973,3.3545295014500003e-09
359.99,6.296968848499999e-09
370.003,1.00093720725e-08
380.013,1.6591281584499995e-08
390.019,2.8774710212e-08
400.022,4.4874475156000015e-08
410.021,6.624244353999999e-08
420.016,9.058758249500002e-08
430.007,1.0371693227500003e-07
439.994,1.2757838376500002e-07
449.977,1.4791867971999994e-07
460.035,1.7513214861499993e-07
470.01,1.9409700356500004e-07
479.98,2.200968305999999e-07
490.025,2.3551084373000003e-07
499.985,2.623910872899998e-07
510.021,2.74096152795e-07
519.972,2.9553247042500006e-07
529.998,3.1284573410500004e-07
540.019,3.22149513935e-07
550.034,3.4053633163500025e-07
559.965,3.4653594014499994e-07
569.97,3.6356063389e-07
579.97,3.836108045599999e-07
589.964,3.8678128383499997e-07
600.032,3.9979393864e-07
610.014,4.1256353210500004e-07
619.991,3.920806953799998e-07
629.962,3.7771628617499986e-07
640.006,3.922544319500001e-07
649.964,3.957444388800001e-07
659.996,3.7171676516500007e-07
670.021,3.553963041100002e-07
680.039,3.5500724052499986e-07
690.015,4.0170612596500006e-07
700.014,4.1076311849499995e-07
710.006,4.2218292450500004e-07
719.99,4.426308929699999e-07
729.968,4.50897827375e-07
740.018,4.3445539352999995e-07
749.981,4.0771212458e-07
760.016,3.90535823365e-07
769.965,3.669037852250002e-07
779.985,2.6576267720000003e-07
789.997,1.2117758202499999e-07
800.001,4.251946464600001e-08
809.997,1.3365344246000002e-08
819.985,4.545784381500001e-09
829.966,1.8147413072500008e-09
840.015,8.848441447999998e-10
849.979,6.487265868999999e-10
