Wavelength (nm),Power (W)
349.973,7.137298123149998e-08
359.99,9.632929184750002e-08
370.003,1.2530945760499997e-07
380.013,1.7518880555500002e-07
390.019,2.6073249218e-07
400.022,3.6424626613500006e-07
410.021,4.799510401400002e-07
420.016,6.051162452399999e-07
430.007,6.686946031350001e-07
439.994,7.888498569250006e-07
449.977,9.03080142945e-07
460.035,1.0222563375600004e-06
470.01,1.12789530458e-06
479.98,1.2214525697000004e-06
490.025,1.2976709438999996e-06
499.985,1.367521751e-06
510.021,1.4168729984999991e-06
519.972,1.4499671305499997e-06
529.998,1.4863901348000002e-06
540.019,1.5453686744499993e-06
550.034,1.5347423551500001e-06
559.965,1.5639261948499992e-06
569.97,1.5900071714499995e-06
579.97,1.5872951228499987e-06
589.964,1.6092405575500016e-06
600.032,1.6190056585999995e-06
610.014,1.5822706353500005e-06
619.991,1.5173996736999995e-06
629.962,1.4718999586499996e-06
640.006,1.4458248915000008e-06
649.964,1.4187151714499995e-06
659.996,1.36553356515e-06
670.021,1.29178389225e-06
680.039,1.2235585496500013e-06
690.015,1.3569449552999994e-06
700.014,1.4181430423499996e-06
710.006,1.4554570563500005e-06
719.99,1.4674209457499998e-06
729.968,1.4522145739499998e-06
740.018,1.4320621214999997e-06
749.981,1.4055989731000015e-06
760.016,1.3693220254000006e-06
769.965,1.3196764585000001e-06
779.985,1.2352366076299998e-06
789.997,1.1752985770099999e-06
800.001,1.1280380477349998e-06
809.997,1.1074220532749994e-06
819.985,1.0609555625999999e-06
829.966,1.0465501174499999e-06
840.015,1.0416109725099993e-06
849.979,1.0596938066050005e-06
