Wavelength (nm),Current (A)
349.973,1.026241494405e-09
359.99,1.8114590141000003e-09
370.003,4.579204931026499e-09
380.013,6.545968279050002e-09
390.019,1.0401586424000002e-08
400.022,2.3159302407549988e-08
410.021,2.858110604399999e-08
420.016,4.164607603e-08
430.007,5.427674364e-08
439.994,7.5616142225e-08
449.977,9.720389709499996e-08
460.035,9.833210824500002e-08
470.01,1.1260042894500002e-07
479.98,1.2377791367500001e-07
490.025,1.4913297338500006e-07
499.985,1.7762504505e-07
510.021,1.7143881632e-07
519.972,1.7315783665999993e-07
529.998,2.0695961141499984e-07
540.019,2.885301072549999e-07
550.034,3.05044370845e-07
559.965,3.11735092385e-07
569.97,3.0761958145999994e-07
579.97,3.0447049186e-07
589.964,3.1934554435e-07
600.032,3.442682578399999e-07
610.014,3.592690035999999e-07
619.991,3.561855637950001e-07
629.962,3.424128513550002e-07
640.006,3.2659155798499984e-07
649.964,3.11661783655e-07
659.996,2.9810536097499984e-07
670.021,2.8904158161000016e-07
680.039,2.864918691849999e-07
690.015,3.33893635045e-07
700.014,3.651103491749999e-07
710.006,3.83024747125e-07
719.99,3.828811335449998e-07
729.968,3.6887553548499996e-07
740.018,3.50342055055e-07
749.981,3.32850825555e-07
760.016,3.175113017050001e-07
769.965,2.9325929758999996e-07
779.985,2.1741718764999994e-07
789.997,1.0476093889e-07
800.001,3.8441173319500006e-08
809.997,1.2346207087500002e-08
819.985,4.117727456149999e-09
829.966,1.5851162803999993e-09
840.015,7.965449289999999e-10
849.979,6.06264657405e-10
