Wavelength (nm),Power (W)
349.973,7.184702842049998e-08
359.99,9.740206477050005e-08
370.003,1.2707552708e-07
380.013,1.77594405395e-07
390.019,2.6490886193999995e-07
400.022,3.707022990600001e-07
410.021,4.887541652299999e-07
420.016,6.1594745259e-07
430.007,6.659803540850002e-07
439.994,7.867672903450002e-07
449.977,9.000719956000005e-07
460.035,1.0202007020499993e-06
470.01,1.126572194379999e-06
479.98,1.2193787582e-06
490.025,1.2968857276499996e-06
499.985,1.3668677349999995e-06
510.021,1.41102656705e-06
519.972,1.4514121781000004e-06
529.998,1.4861735893999995e-06
540.019,1.5485600507e-06
550.034,1.5418036993500006e-06
559.965,1.5700913079500003e-06
569.97,1.5933929776000001e-06
579.97,1.5916199835500002e-06
589.964,1.6133068265499989e-06
600.032,1.6231140051e-06
610.014,1.58812337125e-06
619.991,1.5236388820999996e-06
629.962,1.4754226486499998e-06
640.006,1.450235883599999e-06
649.964,1.4248152831000007e-06
659.996,1.3677941070999996e-06
670.021,1.295683995149999e-06
680.039,1.2256636218199997e-06
690.015,1.3536382313499999e-06
700.014,1.4127693204000009e-06
710.006,1.4500951274e-06
719.99,1.463130507699999e-06
729.968,1.4494526363499995e-06
740.018,1.4256232664000006e-06
749.981,1.4017566168499984e-06
760.016,1.3643964036000002e-06
769.965,1.3143541314499994e-06
779.985,1.2332477247499996e-06
789.997,1.172412904445e-06
800.001,1.1281223782700001e-06
809.997,1.1053504298450006e-06
819.985,1.062041616615e-06
829.966,1.045016761055e-06
840.015,1.0417010542849994e-06
849.979,1.0612249000199993e-06
