Wavelength (nm),Current (A)
350.005,6.252312976081082e-09
360.018,9.494741898783785e-09
370.028,1.3763887805405404e-08
380.034,2.2998146947297295e-08
390.036,4.03830130081081e-08
400.035,5.99418414391892e-08
410.031,8.809596196486488e-08
420.022,1.1827723039054058e-07
430.009,1.3796204706756757e-07
439.993,1.7063621420270272e-07
449.972,2.0064961959459466e-07
460.026,2.32127169945946e-07
469.997,2.640168840675675e-07
479.963,2.961465184594595e-07
490.005,3.257093784054054e-07
499.962,3.542992881621621e-07
509.993,3.71416598918919e-07
520.02,3.9439693128378364e-07
529.963,4.2516142064864867e-07
539.98,4.420740678783783e-07
549.992,4.571590945e-07
559.998,4.51622054635135e-07
570.0,4.815276413648649e-07
579.995,4.88091402716216e-07
589.986,4.960718480000002e-07
599.97,5.063270841621619e-07
610.028,5.016437952162161e-07
620.001,4.869604225675673e-07
629.968,4.833959243783784e-07
640.008,4.841812825810809e-07
649.963,4.784673010810809e-07
659.991,4.647147284324325e-07
670.012,4.4547586883783786e-07
680.026,4.27240116216216e-07
690.032,4.934990534459459e-07
700.032,5.193805201351351e-07
710.026,5.369678033243243e-07
720.012,5.427900274999999e-07
729.991,5.414003655945944e-07
739.964,5.387562207027026e-07
750.007,5.324085744324329e-07
759.965,5.229398006081081e-07
769.994,5.054875079999999e-07
780.015,4.80256966364865e-07
790.028,4.665448133243243e-07
800.034,4.477211929594597e-07
810.032,4.3594096340540556e-07
820.021,4.2002136606756756e-07
830.003,4.150892976756757e-07
839.976,4.139366407432432e-07
850.019,4.2024177762162175e-07
