Wavelength (nm),Current (A)
350.016,2.755629632045455e-09
360.032,4.2909134501136355e-09
369.964,6.180918118295454e-09
379.973,9.59236711909091e-09
389.978,1.6713858261363637e-08
399.98,2.738191027499999e-08
409.978,4.0700976902272724e-08
419.972,5.708773048522726e-08
429.962,6.876088070681816e-08
440.028,8.858688278522728e-08
450.01,1.1039248692386362e-07
459.987,1.3270458707954543e-07
469.961,1.583620166022727e-07
480.009,1.825365517272727e-07
489.973,2.0791002127272723e-07
500.013,2.3102669926136354e-07
509.968,2.540078433863636e-07
519.997,2.7243975530681813e-07
530.022,2.926135707727272e-07
539.962,3.1098457840909085e-07
549.977,3.246631164318183e-07
559.986,3.367972242954546e-07
569.99,3.5701126563636386e-07
579.989,3.7205013307954524e-07
589.982,3.825736617272726e-07
599.969,3.9653386111363656e-07
610.03,4.032038141704546e-07
620.005,3.982542966931818e-07
629.975,3.9283499764772744e-07
640.018,3.942231045454544e-07
649.976,3.968091783181818e-07
660.006,3.9213534322727277e-07
670.03,3.78943991943182e-07
679.968,3.644337047045454e-07
690.022,3.794864790113635e-07
700.02,4.0633423e-07
710.01,4.289663192954545e-07
719.994,4.4341056126136345e-07
729.971,4.500344116477273e-07
740.02,4.5218716503409087e-07
749.982,4.5247128792045454e-07
760.016,4.5020937971590915e-07
769.964,4.4327439526136364e-07
779.982,4.261262498181818e-07
789.993,4.0743817660227277e-07
799.996,3.9577734443181815e-07
809.991,3.925134054545454e-07
819.979,3.829502462954545e-07
830.036,3.7764316279545454e-07
840.007,3.809379081363636e-07
849.969,3.8963755574999994e-07
